"seed" "n_samp_tot" "n_samp_per_pop" "sd_fitness_among_inds" "sd_fitness_among_pops" "final_LA" "K" "Bonf_alpha" "numCausalLowMAFsample" "all_corr_phen_temp" "subsamp_corr_phen_temp" "all_corr_phen_sal" "subsamp_corr_phen_sal" "num_causal_prefilter" "num_causal_postfilter" "num_non_causal" "num_neut" "num_causal_temp" "num_causal_sal" "num_multiallelic" "meanFst" "va_temp_total" "va_sal_total" "Va_temp_sample" "Va_sal_sample" "LEA3.2_lfmm2_Va_temp_prop" "LEA3.2_lfmm2_Va_sal_prop" "LEA3.2_lfmm2_TPR_temp" "LEA3.2_lfmm2_TPR_sal" "LEA3.2_lfmm2_FDR_allSNPs_temp" "LEA3.2_lfmm2_FDR_allSNPs_sal" "LEA3.2_lfmm2_FDR_neutSNPs_temp" "LEA3.2_lfmm2_FDR_neutSNPs_sal" "LEA3.2_lfmm2_AUCPR_temp_allSNPs" "LEA3.2_lfmm2_AUCPR_temp_neutSNPs" "LEA3.2_lfmm2_AUCPR_sal_allSNPs" "LEA3.2_lfmm2_AUCPR_sal_neutSNPs" "RDA_Va_temp_prop" "RDA_Va_sal_prop" "RDA_TPR" "RDA_FDR_allSNPs" "RDA_FDR_neutSNPs" "RDA_AUCPR_allSNPs" "RDA_AUCPR_neutSNPs" "cor_RDA20000_RDloadings_tempPhen" "cor_RDA20000_RDloadings_salPhen" "cor_VA_temp_prop" "cor_VA_sal_prop" "cor_TPR_temp" "cor_TPR_sal" "cor_FDR_allSNPs_temp" "cor_FDR_neutSNPs_temp" "cor_FDR_allSNPs_sal" "cor_FDR_neutSNPs_sal" "cor_AUCPR_temp_allSNPs" "cor_AUCPR_temp_neutSNPs" "cor_AUCPR_sal_allSNPs" "cor_AUCPR_sal_neutSNPs" "median_causal_temp_cor" "median_causal_sal_cor" "median_neut_temp_cor" "median_neut_sal_cor" "cor_PC1_temp" "cor_PC1_sal" "cor_PC2_temp" "cor_PC2_sal" "cor_LFMMU1_temp" "cor_LFMMU1_sal" "cor_LFMMU2_temp" "cor_LFMMU2_sal" "cor_PC1_LFMMU1_temp" "cor_PC1_LFMMU1_sal" "cor_PC2_LFMMU1_temp" "cor_PC2_LFMMU1_sal" "cor_af_temp_noutliers" "cor_af_sal_noutliers" "nSNPs" "cor_FPR_temp_neutSNPs" "cor_FPR_sal_neutSNPs" "LEA3.2_lfmm2_mlog10P_tempenv_noutliers" "LEA3.2_lfmm2_mlog10P_salenv_noutliers" "LEA3.2_lfmm2_num_causal_sig_temp" "LEA3.2_lfmm2_num_neut_sig_temp" "LEA3.2_lfmm2_num_causal_sig_sal" "LEA3.2_lfmm2_FPR_neutSNPs_temp" "LEA3.2_lfmm2_FPR_neutSNPs_sal" "RDA1_propvar" "RDA2_propvar" "RDA1_temp_cor" "RDA1_sal_cor" "RDA2_temp_cor" "RDA2_sal_cor" "RDA_mlog10P_sig_noutliers" "RDA_RDAmutpred_cor_tempEffect" "RDA_RDAmutpred_cor_salEffect" "RDA_absRDAmutpred_cor_tempVa" "RDA_absRDAmutpred_cor_salVa"
"1231626" 1000 10 0.0753526544380091 0.0246083226117608 0.486941 2 1.51717441437068e-06 1 0.963346429858953 0.863871741471071 NA NA 648 53 32903 17411 46 0 0 0.0674447511086196 0.0207916958047874 0 0.0207022264214215 0 0.846903539859729 NA 0.217391304347826 NA 0.888888888888889 NA 0.230769230769231 NA 0.0011949167075599 0.00227685531540415 NA NA 0.85709429310695 0 0.226415094339623 0.991614255765199 0.97979797979798 0.0436992864383024 0.166247890021155 0.834893728622769 NA 0.929591228791951 0 0.630434782608696 NA 0.995689014419504 0.99192425508215 1 1 0.0349181150020431 0.202446330339768 NA NA 0.457810153942425 NA 0.214372358969231 0.149329041643573 -0.981211754401993 0.051473582690978 -0.0480732878625046 -0.970895349142955 0.0557147346826298 -0.0259274408771706 -0.0226480476114149 -0.0200434309517218 -0.10548432154855 -0.999160810317361 0.993160267421419 -0.0258989213762224 6727 2154 32956 0.204583309402102 0.0599620929297571 90 0 10 3 0 0.000172304864740681 0 0.69 0.31 0.99879612164397 -0.0490541271348462 0.0490541271348459 0.99879612164397 1431 0.779676827480052 NA 0.111418465767408 NA
"1231627" 1000 10 0.0763973936372173 0.0259134755438945 0.484313 3 1.53850887719622e-06 3 0.961020691628945 0.858751751277069 NA NA 706 72 32427 17069 62 0 0 0.0586550333614426 0.0195102657523274 0 0.0193826850110511 0 0.798828153012758 NA 0.145161290322581 NA 0.82 NA 0.4 NA 0.00271813080728664 0.00528403634677228 NA NA 0.836227471625963 0 0.166666666666667 0.991924629878869 0.980891719745223 0.0823474937762844 0.103958001265695 0.840044044044044 NA 0.799573250535115 0 0.483870967741935 NA 0.993392070484581 0.988376598217745 1 1 0.088304895383241 0.135871631411009 NA NA 0.39285586887574 NA 0.182698522933208 0.164486687249294 0.977679431339349 -0.0824407195967056 -0.0781820304938547 -0.974932742204262 0.0282340080381739 -0.0214771412708433 -0.0467481667008144 0.013278686891497 0.108663942321727 0.997302603871673 0.993084959366915 -0.0624200935508845 4540 2967 32499 0.149452223328842 0.0815513504013123 50 0 9 6 0 0.000351514441384967 0 0.577 0.423 0.996026757363088 -0.0890544699426739 0.0890544699426737 0.996026757363087 1486 0.784815011015124 NA 0.150149802027888 NA
"1231628" 1000 10 0.0858259456481451 0.0395420552813097 0.483074 4 6.05326876513317e-06 0 0.953217317084823 0.852767485072553 NA NA 578 36 8224 4357 31 0 0 0.182272925309929 0.0233691273657531 0 0.0238535229515847 0 0.565223467602475 NA 0.161290322580645 NA 0.891304347826087 1 0.444444444444444 NA 0.00389716497419755 0.00753151080771976 NA NA 0.806868661902147 0 0.194444444444444 0.972762645914397 0.917647058823529 0.0290740413740308 0.105164761257339 0.831447267418682 NA 0.922253315074512 0 0.741935483870968 NA 0.993223335297584 0.986635676932016 1 1 0.0332411037498174 0.240164365480753 NA NA 0.500181382568365 NA 0.296606459873349 0.205745228152282 -0.95421006866065 0.00193995339509392 0.0070603783825108 -0.929810848997337 -0.00949656383719628 -0.0122987237835206 0.270078829751107 0.0620712071536337 -0.00146746124481023 -0.999452324718665 -0.998395847418883 0.00922282527623454 3394 1711 8260 0.389717695662153 0.176727105806748 46 1 5 4 0 0.000918062887307781 0 0.734 0.266 0.999671844313735 -0.0256164729496122 0.0256164729496122 0.999671844313734 257 0.78378188121292 NA 0.100639542861409 NA
"1231629" 1000 10 0.0662942654374321 0.0233424580354638 0.486168 3 1.89487247508243e-06 0 0.930674944980628 0.871453294924709 NA NA 651 40 26347 13958 37 0 0 0.131190089525046 0.0178762123360731 0 0.0210997698678355 0 0.778853505169727 NA 0.216216216216216 NA 0.849056603773585 NA 0.384615384615385 NA 0.00164582093834389 0.00305429915624555 NA NA 0.82950655399608 0 0.25 0.983686786296901 0.960629921259842 0.0568660438105356 0.150153244560858 0.831056847077331 NA 0.956190647840329 0 0.540540540540541 NA 0.996604990663724 0.993694829760404 1 1 0.0714689300247946 0.182924335724853 NA NA 0.387834019455013 NA 0.214614454110815 0.100683213484439 -0.954855352648864 -0.00837630823205205 -0.204653365679308 -0.00603425089914844 -0.0810738827143788 0.00582222624921235 0.0427431397950412 -0.000518596637846532 0.289662621917224 -0.99900745217586 -0.956035574345763 0.0351237525847367 5891 200 26387 0.225820318097149 0.00565983665281559 53 0 8 5 0 0.000358217509671873 0 0.859 0.141 0.999993180281056 0.0036931546652379 -0.00369315466523813 0.999993180281055 613 0.768026218730221 NA 0.100511018307799 NA
"1231630" 1000 10 0.0753169627849505 0.0244309404354286 0.480479 2 1.84277448125898e-06 7 0.932743799742995 0.862049358989305 NA NA 694 52 27081 14201 50 0 0 0.121655723587274 0.0170956210056951 0 0.0208612365529242 0 0.65336645021758 NA 0.1 NA 0.761904761904762 NA 0 NA 0.00181138096065505 0.00395637588512167 NA NA 0.811768990686986 0 0.173076923076923 0.995238095238095 0.988664987405542 0.0518482375161673 0.0742777078942862 0.831122523879846 NA 0.94082508415869 0 0.64 NA 0.996241484613578 0.993087059840138 1 1 0.0570520366802905 0.0949039417075467 NA NA 0.482901235719196 NA 0.273078737184115 0.0900809253443426 -0.963768448496204 -0.0328964525185227 -0.0189886801833751 0.057822952489265 -0.0046374188262677 -0.0323091648987082 0.113719240907129 -0.0419153959414117 0.0235924731377741 0.998669568141701 -0.997557588229788 0.0117868131759545 8514 110 27133 0.32370959791564 0.00478839518343779 21 0 5 0 0 0 0 0.863 0.137 0.999288790929655 0.0377082527089308 -0.0377082527089307 0.999288790929649 1890 0.854707863377079 NA 0.0882548430816507 NA
"1231631" 1000 10 0.0701145334415212 0.0217022507757982 0.486551 4 1.50979859286771e-06 2 0.963019236346261 0.869825261227514 NA NA 675 71 33046 17408 64 0 0 0.0697584905760766 0.0196089508806553 0 0.0194318395716122 0 0.628967998886055 NA 0.140625 NA 0.590909090909091 NA 0 NA 0.00193706005724397 0.00369839194545577 NA NA 0.753495198274893 0 0.183098591549296 0.990773598296664 0.97723292469352 0.0622780638960182 0.0976344342013652 0.833241241241241 NA 0.935002906381688 0 0.578125 NA 0.994650860199508 0.990177860366339 1 1 0.0823166447145247 0.202166483989552 NA NA 0.424549486638822 NA 0.217481838418225 0.0775040725103332 -0.9789195138908 0.001869390523186 0.0204016441305517 -0.0167068588444223 -0.0205887797746417 -0.00149953635071392 0.00159902652723755 -0.0162330168948119 0.0414724354681607 -0.999565454556343 0.99767194822097 0.00368054427028579 6917 27 33117 0.214269301470588 0.000746783088235294 22 0 9 0 0 0 0 0.885 0.115 0.99999823835911 -0.00187703986972211 0.00187703986972197 0.999998238359112 1409 0.709992774258541 NA 0.124484880660328 NA
"1231632" 1000 10 0.0833117483313406 0.0286355297959608 0.482144 2 1.52490164384397e-06 0 0.959898494621255 0.857110762564412 NA NA 710 74 32715 17055 67 0 0 0.0571655438537921 0.0190253065120845 0 0.0190651862071695 0 0.766982956048149 NA 0.134328358208955 NA 0.833333333333333 NA 0.1 NA 0.0020134191808171 0.00382869377006963 NA NA 0.800109979176683 0 0.175675675675676 0.991263440860215 0.976827094474153 0.0723989672142282 0.111587835530719 0.844072072072072 NA 0.909036271021019 0 0.537313432835821 NA 0.992888186487554 0.988273615635179 1 1 0.0790016042915526 0.211875562025643 NA NA 0.4130829156806 NA 0.191875259300399 0.0858794585728894 -0.978893531954877 -0.0259782667396519 -0.0111661235595218 0.00291468432304568 0.00742465305249613 -0.0197366905251177 -0.0271115912609171 -0.0020175798320192 -0.0185478081495908 0.999337412371884 0.998718028422304 -0.000625307936084306 5062 68 32789 0.17789504544122 0.00170038111990619 54 0 9 1 0 5.8633831720903e-05 0 0.845 0.155 0.999706512941868 0.0242257710219198 -0.0242257710219201 0.99970651294187 1488 0.703056627910797 NA 0.143247065122845 NA
"1231633" 1000 10 0.0841861509318998 0.0358233330761239 0.478569 3 3.0904258606836e-06 0 0.95957888098027 0.849731824933889 NA NA 519 38 16141 8381 36 0 0 0.128502458811654 0.0230297463748471 0 0.023589455393561 0 0.736058182874052 NA 0.222222222222222 NA 0.703703703703704 NA 0 NA 0.00235990896431291 0.00471021126685146 NA NA 0.739403410724314 0 0.236842105263158 0.977157360406091 0.930769230769231 0.119598192436388 0.184865068032501 0.810297538735379 NA 0.960686920096204 0 0.555555555555556 NA 0.995679412400086 0.992003198720512 1 1 0.120470520242968 0.242072490220313 NA NA 0.405501902982689 NA 0.243288277100944 0.0956548290023845 -0.960291437849808 -0.0803402257563394 0.0782332855764361 0.0169633788731342 0.0569748460503832 -0.0752359103733941 -0.280227199511822 -0.00242130613545979 -0.148388842471639 0.997318106956389 -0.983875694912624 -0.0256772366241478 4629 92 16179 0.296026727120869 0.00584655769001313 27 0 8 0 0 0 0 0.872 0.128 0.996075967873424 0.0885023515225527 -0.0885023515225527 0.996075967873424 394 0.865423230498845 NA 0.119559216318621 NA
"1231634" 1000 10 0.123398690402731 0.043100100992533 0.50082 2 1.91872289803907e-06 6 0.953642408719703 0.891784099058973 0.707355868031293 0.671905464046937 752 85 25974 13708 21 52 0 0.197050622306121 0.0216619195421326 0.0898180603900365 0.0311245272126503 0.0953580817705417 0.825640331673947 0.554833057340251 0.19047619047619 0.0576923076923077 0.990243902439024 0.965909090909091 0.975 0.946428571428571 0.000933335827374632 0.00188058996809198 0.0120003591216772 0.0210324637928834 0.236921173855106 0.599707149417793 0.105882352941176 0.985294117647059 0.969491525423729 0.0176123073103147 0.0159117499335161 0.860067132824996 0.676216647081586 0.982259974485369 0.0156728488057652 0.666666666666667 0.0192307692307692 0.998943156941194 0.99778305621536 0.954545454545455 0.9 0.00122851270359792 0.00235167929197861 0.00437914577496311 0.0081368842611417 0.596097614277611 0.0821782235297453 0.372689764968762 0.0551334539433249 -0.992421843579207 -0.00401400207311014 0.00865837993202661 -0.014947606598561 -0.0609406360423486 -0.00425112259658648 0.430485381194587 -0.00883019463708884 0.0690910260804518 0.999720940410549 0.994614826224874 0.00845459827320416 13247 22 26059 0.459658593522031 0.000656550919171287 410 88 4 156 3 0.0113802159323023 0.00386635541289758 0.976 0.024 0.999991578773476 0.00410394714028815 -0.00410394714028779 0.999991578773476 612 0.644438539701972 0.618235449597812 0.0327630338215001 0.064943551516911
"1231635" 1000 10 0.135279674974525 0.0492969751043641 0.494897 2 1.68543113328389e-06 18 0.956871971427008 0.890175033740674 0.803288795467075 0.650004487891217 865 87 29579 15588 20 58 0 0.163083808833178 0.0186703084691833 0.0869606837347247 0.0272339773031913 0.0807884522404457 0.415715273256461 0.63073394687973 0.2 0.120689655172414 0.833333333333333 0.971311475409836 0.333333333333333 0.840909090909091 0.000989037259398817 0.00263774271207685 0.0296292616264841 0.0921743854253949 0.771523905151377 0.622929849972482 0.206896551724138 0.995475113122172 0.990918264379415 0.0159217529657158 0.0257395139741751 0.845626264743623 0.62219019019019 0.934615045646999 0.518770324325296 0.7 0.0172413793103448 0.999212110979796 0.998324958123953 0.941176470588235 0.944444444444444 0.00256258982554352 0.00493056890501524 0.0217891625268152 0.0414550780822225 0.487508860508968 0.0651579934585527 0.442478934204507 0.04698904781749 -0.980252257676087 0.00580926204905053 -0.13454044808504 -0.00332064127895749 -0.612225425758344 -0.00512338278154776 0.449306234999839 -0.00279450761094576 0.715287400462307 -0.996636523322787 -0.693411697162134 0.0807341018827712 17769 17 29666 0.535283551449833 0.00109058249935848 24 244 4 2 7 0.000128303823453939 0.00237362073389787 0.979 0.021 0.999984650494688 -0.00554064752698019 0.00554064752698014 0.999984650494687 3978 0.616449723979503 0.490378338664209 0.0444974008394806 0.0795471015554247
"1231636" 1000 10 0.129247140393211 0.0461191434520316 0.503536 9 1.51317979602336e-06 1 0.973336471010854 0.886610749655343 0.811846725066434 0.668703569780819 839 117 32926 17293 44 71 0 0.104771812696102 0.0230042491846497 0.0796531337091771 0.0228977350840808 0.0785957110476614 0.906368697333971 0.772001165775472 0.181818181818182 0.267605633802817 0.794871794871795 0.666666666666667 0 0.05 0.00148692224103817 0.00347684764503422 0.178536480830284 0.417268887721908 0.679912893741737 0.325544782806967 0.128205128205128 0.988679245283019 0.969387755102041 0.0154031215087281 0.0701334974950476 0.848663660651964 0.668675344019698 0.97013229453265 0.0270410864898646 0.545454545454545 0.028169014084507 0.998486281929991 0.996879875195008 0 0.5 0.00582226089241841 0.0149048486796857 0.105044451494557 0.163260097178354 0.450207538863965 0.0813727446950263 0.35812526335586 0.0503939974405564 -0.986711479377608 -0.00467299595212872 -0.00318381509230514 -0.00580076538228515 0.000848974005757262 -0.00427593975093466 -0.557103628034084 -0.00630731988940147 0.00286558275306436 0.999871722559849 -0.999502852170032 0.00408284748347639 15855 2 33043 0.443416411264674 0.000115653732724224 39 57 8 0 19 0 5.78268663621118e-05 0.976 0.024 0.999991090142563 0.00422133100893496 -0.00422133100893573 0.999991090142564 1325 0.740327277823291 0.717615873618065 0.0632225321583668 0.0609122889303925
"1231637" 1000 10 0.119474429024172 0.0403673432084199 0.504962 9 1.52383274411801e-06 1 0.972371653830242 0.889631961103806 0.813800830239697 0.680184788772966 885 117 32695 17100 36 65 0 0.0935267999774756 0.0224003707851796 0.0815470284782291 0.0223597423500269 0.0764484235800226 0.798850637738513 0.735061957026625 0.194444444444444 0.169230769230769 0.892307692307692 0.860759493670886 0.5625 0.633333333333333 0.00220297187991721 0.00579836683535189 0.0628181268656328 0.14118878168169 0.838473768135875 0.384850865226115 0.11965811965812 0.991293532338308 0.975044563279857 0.0170066731412133 0.0552234394580677 0.849927174237949 0.68625969099804 0.982643989107125 0.245009022194143 0.777777777777778 0.0307692307692308 0.998073085128346 0.996175908221797 0.818181818181818 0.846153846153846 0.00620245863453006 0.018778440316629 0.0258558732046808 0.0593048593398069 0.598284823069215 0.0990155674845974 0.334837580773334 0.0530192849585096 -0.987366910315834 0.00562832289546162 -0.0387844484567565 0.00352176936787445 0.117182748115062 -0.00624250904328546 -0.49395602680504 -0.0055279531645246 -0.159537668919501 -0.999846184413074 0.986318360361478 0.00284000578835225 14531 11 32812 0.426549707602339 0.00064327485380117 65 79 7 9 11 0.000526315789473684 0.00111111111111111 0.969 0.031 0.999979334465802 -0.00642889114262268 0.00642889114262253 0.999979334465806 1608 0.753679574975122 0.502145093840001 0.0714560944941346 0.0749199197755736
"1231638" 1000 10 0.137268494500066 0.0545803473586927 0.497053 9 3.79362670713202e-06 3 0.962884399100918 0.865300492216149 0.814839213049713 0.657070419394279 564 75 13105 6742 29 44 0 0.247199773721328 0.025815895132157 0.0974547318787917 0.0260108190734929 0.100976227939694 0.458118888111938 0.780470091052254 0.103448275862069 0.318181818181818 0.950819672131147 0.791044776119403 0.625 0 0.00222971732551287 0.00530682352117455 0.157104970621926 0.474031583892994 0.225758522979347 0.276215310125304 0.16 0.956834532374101 0.835616438356164 0.049449922652994 0.120784959135796 0.799303923924119 0.542206882261851 0.960005549591844 0.13579673298588 0.586206896551724 0.0681818181818182 0.997748344370861 0.995239428731448 0.625 0.625 0.0046605951080118 0.0129811644439927 0.0553165560724946 0.0862057898660123 0.508690368017123 0.0982850912995974 0.419968670814603 0.0590114285155419 -0.978662829863267 -0.0108304009173188 -0.0167162761480924 0.0467423760400631 -0.185069604969944 -0.0108962050270143 0.751208841733055 -0.0373888495180477 0.208778966946439 0.999367857241509 -0.974971000658661 -0.0245437170961291 7550 8 13180 0.527143280925541 0.000741619697419163 61 67 3 5 14 0.000741619697419163 0 0.979 0.021 0.999938476027176 0.0110925272346957 -0.0110925272346956 0.999938476027174 278 0.50619336771103 0.278268718623787 0.0497023629848211 0.00975113851276364
"1231639" 1000 10 0.0791210545804272 0.0291223029190848 0.568612 3 1.97878739908184e-06 9 0.901857157825608 0.822295904538794 0.913692584350243 0.833137503799631 770 59 25209 13166 29 21 0 0.131313774476142 0.0245333644238688 0.0284298954172088 0.027466102329663 0.0308379415210748 0.258385755188101 0.732545341148187 0.0689655172413793 0.19047619047619 0.833333333333333 0.914893617021277 0.8 0 0.00128510115354113 0.00261607292324682 0.0899022140237029 0.261085193905271 0.842514920838331 0.864413041918817 0.271186440677966 0.982608695652174 0.938697318007663 0.0429128520389718 0.146645072606916 0.779445681271689 0.790781125569305 0.775125528297247 0.972792595704153 0.620689655172414 0.714285714285714 0.996619718309859 0.993598862019915 0.997191537165325 0.994473102431835 0.0549957240428336 0.0887928374432423 0.0492077992066241 0.223792854033679 0.424443195958028 0.43112467896151 0.212788158205915 0.207299527665655 -0.500544516742937 0.838972675630283 -0.838031278705412 -0.493417869007698 -0.00974035214923798 -0.0098301148022009 0.00955823052228864 0.0727152721938226 0.862797523815118 -0.515155197082587 -0.504560407137042 -0.856633188902089 5325 5341 25268 0.212213276621601 0.204997721403615 12 47 2 8 4 0.000607625702567219 0 0.508 0.492 0.594341529179192 -0.804212749645851 -0.804212749645851 -0.594341529179191 920 0.791829414718385 0.822910229502303 0.0779451244846582 0.0792626578225639
"1231640" 1000 10 0.0817750949500162 0.0307444312605818 0.56328 2 1.85825249934961e-06 15 0.913949624128804 0.833113007788238 0.940020044065584 0.821081963258682 847 76 26831 14005 39 31 0 0.128759328372191 0.0249931378723509 0.0388009650413325 0.0319311439820838 0.0471173446085253 0.455520784532988 0.307971819875088 0.0769230769230769 0.129032258064516 0.875 0.714285714285714 0.571428571428571 0 0.00223274644329558 0.0298987824416942 0.101168288630705 0.15961491571416 0.844654449480209 0.617508650165618 0.197368421052632 0.993175614194722 0.984678243105209 0.0302550230202887 0.0596288330075658 0.801887104120567 0.664559142039922 0.956745849663979 0.637199948445794 0.692307692307692 0.354838709677419 0.996590478595782 0.993362831858407 0.99723964868256 0.994623655913978 0.0390273150331546 0.0917366537317958 0.0419059825485333 0.0713710109511779 0.462492890691637 0.29513054464091 0.263182233072996 0.179670300129079 -0.846807662182035 -0.381612389873512 -0.458421564426117 0.683086569413735 -0.0513514458348003 -0.0759241454083223 0.133585624967628 0.580675676311869 0.521710691758752 0.922526292198308 -0.851845865243827 0.382502064488201 7919 3985 26907 0.28853980721171 0.145305248125669 24 14 3 4 4 0.000285612281328097 0 0.569 0.431 0.980901373584675 0.194505771893015 -0.194505771893015 0.980901373584674 2198 0.643491047560242 0.561139681080433 0.0768294578576401 0.0346960621768589
"1231641" 1000 10 0.0698074251954069 0.0237799961884595 0.572206 2 1.52174574672064e-06 2 0.953608150891746 0.839727628399466 0.94365580032677 0.826729935962954 800 89 32768 17232 34 44 0 0.0721969300748725 0.0231223905400037 0.0358913052522396 0.0229381167327053 0.0358873297673141 0.763236086832864 0.846207968934831 0.147058823529412 0.136363636363636 0.827586206896552 0.785714285714286 0.705882352941177 0.25 0.000936572351440781 0.00184813436282252 0.11410741967418 0.177060495267352 0.777637161851086 0.930585086062333 0.202247191011236 0.987465181058496 0.969798657718121 0.0869761420618772 0.109825015366779 0.819659134442733 0.814413371968382 0.660802381867921 0.83489458237489 0.617647058823529 0.272727272727273 0.996668253212756 0.993383742911153 0.996186844613918 0.993019197207679 0.075756724982568 0.142065591464241 0.102499373645146 0.16850549815656 0.422625156293449 0.322511533619671 0.209377086437038 0.163202108455476 0.979212162502875 -0.00826153666322811 0.00704135158052779 0.979788609900261 -0.00460717122475021 -0.00329778908659761 0.0123237768794847 0.0151214673981192 -0.0118067740316406 0.999478424586307 0.999055721818686 0.00513538576440737 6303 3147 32857 0.182973537604457 0.0990598885793872 29 28 5 12 6 0.000696378830083565 0.000116063138347261 0.61 0.39 0.999937563137002 -0.0111745168857942 0.0111745168857946 0.999937563137002 1436 0.641056929366504 0.778911142689062 0.12246716378509 0.103659115249201
"1231642" 1000 10 0.0677706308013256 0.0238551913497292 0.569863 3 1.53855621884424e-06 4 0.9478642939907 0.835821331498356 0.943894579173279 0.838864097426558 874 94 32404 17069 45 42 0 0.0600597691393431 0.0270649169728516 0.037011133949699 0.0270623713317183 0.0370338087048114 0.857102718792277 0.873312179124038 0.155555555555556 0.142857142857143 0.887096774193548 0.842105263157895 0.125 0 0.00166809509418713 0.00418771723692556 0.0832054444822772 0.177045427624368 0.900754991129352 0.873312179124038 0.170212765957447 0.990338164251208 0.972366148531952 0.0646879819300993 0.139802903656449 0.802802013227709 0.807720220651842 0.84030035440588 0.939349123359025 0.4 0.452380952380952 0.995238095238095 0.99119373776908 0.994915707786995 0.990772219524041 0.0645886462405228 0.143666489304156 0.0482724107308018 0.147630369397008 0.364433950145856 0.390472636946693 0.172346864702404 0.175503180602952 -0.846320943094858 -0.492481161439141 0.493503940360204 -0.84619868453048 0.0201823879399057 -0.0196597827382466 -0.0229899941814673 0.0010365358077754 -0.521450833214346 0.873754004486041 -0.852230536557355 -0.484549728532686 3780 3737 32498 0.118694709707657 0.119514910070889 62 38 7 1 6 5.85857402308278e-05 0 0.511 0.489 0.886279230916775 0.463151298007001 -0.463151298007002 0.886279230916775 1656 0.774577319261452 0.747149421114495 0.13678692388682 0.110458007697437
"1231643" 1000 10 0.0849825098703365 0.0395106334589572 0.557986 3 4.09836065573771e-06 2 0.941876830962052 0.817843428397027 0.936767072777208 0.814236778192444 598 60 12140 6428 28 30 0 0.187482454185955 0.0325615948149135 0.0363472674110279 0.0321053282515584 0.0367485709257099 0.739336281773116 0.473879342368881 0.142857142857143 0.133333333333333 0.2 0.692307692307692 0 0 0.00205311354000857 0.00393100912198107 0.0763993029691065 0.151403680635767 0.796533332005309 0.473879342368881 0.15 0.970873786407767 0.91588785046729 0.0676727054084917 0.143081398097635 0.750485511774111 0.71800485994814 0.967923552274442 0.841464217564911 0.5 0.466666666666667 0.996092659782305 0.992161254199328 0.995751138088012 0.99125 0.107609162065051 0.196448947371887 0.100076206348028 0.146659794425717 0.364788419922637 0.353693783610856 0.251059505907991 0.233610010938877 -0.71814819401217 0.49457695381685 -0.57232784831574 -0.770835030309806 -0.386904856791851 -0.258421209813532 0.253151949665131 -0.141500266109056 0.90290917443715 -0.963902349553936 -0.423716234216049 -0.256726646192605 3583 3295 12200 0.275668948350965 0.24673304293715 5 13 4 0 4 0 0 0.645 0.355 -0.840455358109576 0.541880790418801 -0.541880790418801 -0.840455358109577 309 0.730407352375857 0.561079247319009 0.0817056213450151 0.0723813134103545
"1231644" 1000 10 0.0958777905961991 0.0341410444712929 0.571804 3 1.92145107985551e-06 5 0.910595564063932 0.845158985897146 0.894497308291663 0.81237806320847 853 97 25925 13686 39 45 0 0.146355657018762 0.0270014888681639 0.0531649931233766 0.0311978609921743 0.0589358531523091 0.629419841337901 0.748464946212284 0.102564102564103 0.111111111111111 0.6 0.926470588235294 0 0.827586206896552 0.00146481163899527 0.00301408735719933 0.0351558934387847 0.0659956228588435 0.71565678132097 0.748464946212284 0.134020618556701 0.982044198895028 0.942982456140351 0.0448825249322127 0.0516556149569407 0.800986195103332 0.749281269866189 0.937226616424389 0.544926088853702 0.358974358974359 0.288888888888889 0.997094832952895 0.99461331281262 0.986184909670563 0.977586206896552 0.116029892267634 0.133028834442938 0.00867296557097246 0.0210222432874673 0.344110601603593 0.285010007237206 0.19943673619121 0.128865356838976 -0.0174586422831513 0.0261859615089706 -0.962194698301809 -0.0212669580572662 -0.00275103619355039 -0.0276051725371517 0.0914973779632237 -0.0137519995315716 -0.999287803383793 -0.999186171442446 0.019032437927311 0.0270690268361572 4819 941 26022 0.18887914657314 0.0414291977202981 10 68 4 0 5 0 0.00175361683472161 0.755 0.245 0.99965743522894 0.0261727375621383 -0.0261727375621383 0.999657435228941 724 0.719397242467687 0.758667962959205 0.086299161274531 0.0988127662996087
"1231645" 1000 10 0.102960555599844 0.0386864162616742 0.558633 4 1.83755972069092e-06 16 0.916107788909493 0.840079230734687 0.921111694349596 0.801928746319137 828 76 27134 14218 35 34 0 0.133279088310583 0.0256359117718198 0.0581409947022244 0.0270712333144238 0.0578425392202806 0.339590774667142 0.858007254909352 0.0571428571428571 0.235294117647059 0.777777777777778 0.905882352941176 0.5 0 0.00171888132322922 0.0328289909076044 0.0877661459019003 0.29530492888875 0.518491287641857 0.760874832316676 0.184210526315789 0.991926182237601 0.97956204379562 0.0336065241918225 0.0955597363920466 0.807981551507717 0.665434521611984 0.529143734087579 0.468004938336567 0.485714285714286 0.0882352941176471 0.997642163661581 0.995372890582471 0.991957104557641 0.988505747126437 0.0720567889326599 0.109649191692915 0.0422803836022408 0.0720019337748612 0.397321805397374 0.229171514446918 0.251333333333333 0.104492619818227 -0.95831529269837 0.0445640319808361 -0.0737592551560171 0.000825243339795355 0.0107228562265131 0.0477898597792386 -0.198934313428254 -0.012311009223063 -0.0865332177842697 0.953398879974103 0.992787725945411 -0.296021491463886 7210 373 27210 0.257209171472781 0.0181460120973414 9 85 2 2 8 0.000140666760444507 0 0.779 0.221 0.998590766126084 -0.0530705361544728 0.0530705361544729 0.998590766126082 1734 0.65692582095372 0.722302907056032 0.0596322631115646 0.117029986658612
