"seed" "n_samp_tot" "n_samp_per_pop" "sd_fitness_among_inds" "sd_fitness_among_pops" "final_LA" "K" "Bonf_alpha" "numCausalLowMAFsample" "all_corr_phen_temp" "subsamp_corr_phen_temp" "all_corr_phen_sal" "subsamp_corr_phen_sal" "num_causal_prefilter" "num_causal_postfilter" "num_non_causal" "num_neut" "num_causal_temp" "num_causal_sal" "LEA3.2_lfmm2_Va_temp_prop" "LEA3.2_lfmm2_Va_sal_prop" "LEA3.2_lfmm2_TPR_temp" "LEA3.2_lfmm2_TPR_sal" "LEA3.2_lfmm2_FDR_allSNPs_temp" "LEA3.2_lfmm2_FDR_allSNPs_sal" "LEA3.2_lfmm2_FDR_neutSNPs_temp" "LEA3.2_lfmm2_FDR_neutSNPs_sal" "LEA3.2_lfmm2_AUCPR_temp_allSNPs" "LEA3.2_lfmm2_AUCPR_temp_neutSNPs" "LEA3.2_lfmm2_AUCPR_sal_allSNPs" "LEA3.2_lfmm2_AUCPR_sal_neutSNPs" "RDA_Va_temp_prop" "RDA_Va_sal_prop" "RDA_TPR" "RDA_FDR_allSNPs" "RDA_FDR_neutSNPs" "RDA_AUCPR_allSNPs" "RDA_AUCPR_neutSNPs" "cor_RDA20000_RDloadings_tempPhen" "cor_RDA20000_RDloadings_salPhen" "cor_VA_temp_prop" "cor_VA_sal_prop" "cor_TPR_temp" "cor_TPR_sal" "cor_FDR_allSNPs_temp" "cor_FDR_neutSNPs_temp" "cor_FDR_allSNPs_sal" "cor_FDR_neutSNPs_sal" "cor_AUCPR_temp_allSNPs" "cor_AUCPR_temp_neutSNPs" "cor_AUCPR_sal_allSNPs" "cor_AUCPR_sal_neutSNPs" "median_causal_temp_cor" "median_causal_sal_cor" "median_neut_temp_cor" "median_neut_sal_cor" "cor_PC1_temp" "cor_PC1_sal" "cor_PC2_temp" "cor_PC2_sal" "cor_LFMMU1_temp" "cor_LFMMU1_sal" "cor_LFMMU2_temp" "cor_LFMMU2_sal" "cor_PC1_LFMMU1_temp" "cor_PC1_LFMMU1_sal" "cor_PC2_LFMMU1_temp" "cor_PC2_LFMMU1_sal" "cor_af_temp_noutliers" "cor_af_sal_noutliers" "nSNPs" "cor_FPR_temp_neutSNPs" "cor_FPR_sal_neutSNPs" "LEA3.2_lfmm2_mlog10P_tempenv_noutliers" "LEA3.2_lfmm2_mlog10P_salenv_noutliers" "LEA3.2_lfmm2_num_causal_sig_temp" "LEA3.2_lfmm2_num_neut_sig_temp" "LEA3.2_lfmm2_num_causal_sig_sal" "LEA3.2_lfmm2_FPR_neutSNPs_temp" "LEA3.2_lfmm2_FPR_neutSNPs_sal" "X....RDA1_temp_cor" "RDA1_sal_cor" "RDA2_temp_cor" "RDA2_sal_cor" "RDA_mlog10P_sig_noutliers" "RDA_RDA1Loading_cor_tempEffect" "RDA_RDA1Loading_cor_salEffect" "RDA_RDA2Loading_cor_tempEffect" "RDA_RDA2Loading_cor_salEffect"
"1231108" 1000 10 0.0732479098059113 0.0411224181086485 0.48261 2 4.20556817226007e-06 22 0.964684911502402 0.86157451316328 NA NA 2263 376 11513 5754 376 0 0 NA 0 NA NA NA NA NA 0.0285752887575701 0.0519727108481195 NA NA 0 0 0 NA NA 0.0203642819004567 0.039600902170582 0.637987720192376 NA 0.372908282826208 0 0.23936170212766 NA 0.981435643564356 0.965490797546012 1 1 0.0236148154786562 0.0461957468505414 NA NA 0.292006663807527 NA 0.3290217590535 0.122407692775776 -0.729945773684718 -0.151300189976801 -0.482572781590526 -0.188770536732119 -0.530761734028972 -0.147212168110999 -0.516834147304657 -0.112881698022608 0.954932597099989 0.999589691867992 -0.286557933889057 0.00261800969119642 4848 182 11889 0.437608620090372 0.0151199165797706 0 0 0 0 0 0 0 0.975731398817716 0.218970859616574 -0.218970859616574 0.975731398817717 0 0.256554422915398 NA -0.110592727378086 NA
"1231109" 1000 10 0.11378338230027 0.0456201673599545 0.510928 9 2.45495163745274e-06 66 0.96442057491984 0.904755181132502 0.723010333917926 0.67959215778504 2770 564 19803 9962 199 365 0.586862048016557 0.0672906596615894 0.195979899497487 0.00821917808219178 0.993912907757141 0.4 0.987739704495442 0 0.0146208701974377 0.0584391646582492 0.0671527541177452 0.183407238050513 0 0.170816573843664 0.0195035460992908 0.916030534351145 0.576923076923077 0.0278071607585214 0.0631070052416488 0.862473335809577 0.633787054630008 0.831330969841924 0 0.422110552763819 0 0.992284375861119 0.984889368591473 NA NA 0.00731398624790542 0.0145128487072632 0.0375675289391319 0.0797550429090935 0.291745616389728 0.0435404382162951 0.408665830417172 0.032711233578898 -0.989718402043789 0.00103588594416255 -0.0404559271628006 0.00287654589623109 -0.122294299621498 -0.00132184746270475 -0.516311769386223 0.00513327277679601 0.164915333245251 -0.999603978949095 -0.983894516626227 0.000959140317073788 10887 0 20367 0.549588436057017 0 6407 5 39 3142 3 0.315398514354547 0 0.999998809034943 -0.00154334983057642 0.0015433498305767 0.999998809034942 131 0.254396469522601 0.0102672029467789 -0.0241900766309638 0.595508700704416
"1231110" 1000 10 0.127049820120641 0.050613197880959 0.502008 9 2.25063017644941e-06 115 0.956067443082793 0.896292901819616 0.808260568469665 0.664856312186925 3340 629 21587 10953 228 401 0.38121411531901 0.250328801102959 0.0789473684210526 0.057356608478803 0.99388379204893 0.863905325443787 0.987368421052632 0.323529411764706 0.00956511138895845 0.0279873993475578 0.0494985198014269 0.160918305487091 0.0955950652379959 0.338395139360333 0.0588235294117647 0.982380952380952 0.952258064516129 0.0239222404984534 0.0634932845422129 0.850561411973811 0.658148806956092 0.766550128187775 0 0.456140350877193 0 0.992400993716206 0.985138611031723 NA NA 0.00730818109424028 0.0145490232367114 0.0424446575138295 0.102121031213642 0.370871121888019 0.0454344111251121 0.472858226631197 0.0316501864851359 -0.98946706315826 0.00206269496591338 -0.0567426245608417 -0.00180556582026752 -0.333285645296683 -0.00214539286692925 0.609712756032666 0.00185868710203154 0.375852791280936 -0.995611515932759 -0.918105735716381 0.0928417777173186 13686 0 22216 0.629416598192276 0 2943 169 18 1407 23 0.128457956724185 0.00100429106180955 0.999997963501159 -0.00201816588319254 0.00201816588319223 0.999997963501162 2100 0.286078646907388 -0.0141694972651036 -0.0325852813146182 0.610017716083167
"1231112" 1000 10 0.117421358661926 0.0361994676044429 0.505087 9 2.07632573398115e-06 30 0.976785863337321 0.901219189247026 0.810683850072172 0.683731235340289 3466 764 23317 11668 303 460 0.437344901896082 0.124413289989126 0.0594059405940594 0.00652173913043478 0.992885375494071 0.4 0.984014209591474 0 0.0145745392028736 0.0396572125670226 0.100277751203976 0.231669033359465 0.0360398685144759 0.375977300504122 0.0301047120418848 0.980189491817399 0.948314606741573 0.0280765024595143 0.0553717246991914 0.860828828828829 0.660972972972973 0.769034802191711 0 0.498349834983498 0 0.989720898570456 0.9799095263438 NA NA 0.00919724350679038 0.0182203173474383 0.03816065094294 0.0924733632025274 0.392063085655552 0.0531216213589608 0.460863413030461 0.0326974198664865 -0.989339766837613 -0.000788871563130127 -0.000791417167525957 0.0045198649127149 -0.0128216067870019 -0.000825699687244359 0.62308888447108 -0.0027329500863688 0.0165006643755972 0.999945987744687 -0.999426542460479 -0.000466243268819963 14690 0 24081 0.631213575591361 0 2530 5 18 1108 3 0.0949605759341789 0 0.999999647252078 0.000839937924290164 -0.000839937924289928 0.999999647252079 1161 0.32197146628367 -0.0191206398114785 0.0086893627060758 0.655386032531779
"1231113" 1000 10 0.0700365744779966 0.0398935140689037 0.573672 12 8.3153168135706e-07 26 0.978509239372657 0.899009886731931 0.932349359737529 0.795109175172544 2662 510 59620 28827 237 273 0.292475018563724 0.371915126856081 0.122362869198312 0.26007326007326 0.988573680063042 0.987346284084833 0.981082844096543 0.971474487746083 0.00743777318470405 0.0172550217045625 0.0113527985802435 0.0286869022317303 0.607064866653863 0.490673206777481 0.309803921568627 0.992239304484503 0.984900611620795 0.00727523458052598 0.0144835979757047 0.786530035755848 0.594148684343959 0.453928597598788 0.092156330003366 0.164556962025316 0.032967032967033 0.997830802603037 0.995701058201058 0.984822934232715 0.968085106382979 0.00281845873970956 0.00575836747053949 0.00970867820952652 0.0178896132311897 0.242196011091677 0.131406101561736 0.324230086492431 0.0966335807276944 -0.404516242923418 0.161734631279807 -0.854218669501185 -0.206677759961505 -0.366647330237142 -0.122905162830941 0.208968056467575 0.177134561931936 0.998231809710742 -0.989376547602153 -0.0352602732057534 -0.141457519257833 17979 593 60130 0.313352065771672 0.00947028827141222 2538 5611 29 1504 71 0.0521733097443369 0.0838796961182225 0.997488815405424 -0.0708241705993717 0.0708241705993716 0.997488815405421 20359 0.301703747138251 -0.0536341113445133 0.043705838690564 0.35114928045076
"1231114" 1000 10 0.055132798977753 0.0211752001682596 0.591396 7 2.7356787218909e-06 96 0.936247997168304 0.866104561884165 0.931854862245757 0.866180494523825 3455 469 17808 9062 232 237 0 0 0 0 NA 1 NA NA 0.0117615075917941 0.0269172762325605 0.0212645758614051 0.0497260933470972 0.258178798645308 0.419351402074504 0.0426439232409382 0.981801637852593 0.957983193277311 0.0200838411615208 0.0419569522477417 0.817289289289289 0.822214214214214 0.629429024124172 0.737481077573607 0.297413793103448 0.236286919831224 0.983228001944579 0.9702329594478 0.98689138576779 0.97496647295485 0.0178129663550576 0.039844168471448 0.0170598271110978 0.0333832724587531 0.295412674201084 0.257777527591804 0.220941773269729 0.22169360097106 -0.560129055642691 -0.815780833732629 0.813827342798566 -0.561092831856548 -0.031780513677861 -0.0325309039912223 -0.00242478862503686 0.00807592888023061 0.841339701817857 0.593671100869645 0.539259305144956 -0.804045982021201 4114 4272 18277 0.248179209887442 0.240675347605385 0 1 0 0 0 0 0 0.556166239648669 0.831071064274925 0.831071064274926 -0.556166239648668 1099 0.234576257690161 0.329273928520576 0.336702750350007 -0.224527965970587
"1231115" 1000 10 0.0511541169943901 0.0195723836922266 0.591261 2 2.60565949241753e-06 125 0.935875876705632 0.854736215874327 0.963327815356548 0.872010433857736 3556 531 18658 9315 258 272 0.0990836584916946 0 0.00775193798449612 0 0.5 NA 0 NA 0.0134415308584007 0.029382138048312 0.0281144996142121 0.0576299809770665 0.469501127433544 0.339101167756822 0.0715630885122411 0.985529322162985 0.968067226890756 0.0253752743614791 0.047981259728612 0.809229657349967 0.734506506506506 0.632267497456413 0.714691821031474 0.286821705426357 0.334558823529412 0.988511100760751 0.978778319472326 0.974199036007939 0.955868089233754 0.0166949606893054 0.0357546890315692 0.0297398812529052 0.0579257561559296 0.299993883788396 0.31183862014314 0.292418026051146 0.214277038052611 -0.943108852197633 -0.248130092981916 0.264531573937365 -0.887883389175969 -0.0999296685189219 -0.0943381059806563 -0.159621769757143 -0.501481706029073 0.362667181078074 0.984364374836508 0.916910687558981 -0.154820550273691 6441 3527 19189 0.366398282340311 0.211594202898551 4 0 2 0 0 0 0 0.959599743699599 0.281368676102479 -0.281368676102478 0.959599743699601 2626 0.376194092216262 0.110575707578168 -0.101160088056491 0.392949994116193
"1231117" 1000 10 0.0480896578883229 0.0167602769155669 0.595454 3 2.28341781979267e-06 33 0.962892722726904 0.870706923543569 0.96420176417127 0.876296409518556 3559 636 21261 10823 315 319 0.0314216146992134 0 0.00317460317460317 0 0.666666666666667 NA 0 NA 0.0147675560059319 0.0306240849920416 0.0261043628956727 0.0500133035763806 0.231676659889731 0.417053217640315 0.0377358490566038 0.986577181208054 0.968911917098446 0.0219166594508296 0.0447846786771349 0.834830830830831 0.832864864864865 0.664394585223549 0.689620180580377 0.276190476190476 0.263322884012539 0.978909090909091 0.962628865979381 0.979739507959479 0.963478260869565 0.0213425594775304 0.0458141894074219 0.0214332820768907 0.0446605652363633 0.302291207546972 0.295443001548825 0.217676751215801 0.21843233243579 -0.799387548386161 -0.57891492030655 -0.577726756353254 0.79835731074367 0.0162859006148411 -0.0158687394334411 -0.00900367304762066 0.0494598398163884 -0.598975197723849 0.818644146891592 0.800062135953573 0.573397502180456 4125 4146 21897 0.20705904093135 0.204749145338631 3 0 1 0 0 0 0 0.895673907129867 0.444711425630956 -0.444711425630958 0.895673907129867 1788 0.407277892513763 0.203643089419005 -0.204529273808431 0.405578635639333
"1231120" 1000 10 0.0709320244031606 0.0283970803606965 0.601987 4 2.60715403066013e-06 128 0.940950160741317 0.863020034506121 0.952094263093178 0.851469480580294 3522 557 18621 9272 252 305 0 0.112046398861066 0 0.00327868852459016 NA 0 NA 0 0.0156880893720695 0.0347782446119298 0.0566731562599969 0.105229700253095 0.296408549955313 0.490607197144649 0.0682226211849192 0.983028137561411 0.961847389558233 0.0238104254929889 0.0490332491197315 0.806218887045316 0.690350492608002 0.606894351342497 0.266485463538236 0.313492063492063 0.0721311475409836 0.986310864668168 0.975602223594812 0.945544554455445 0.9140625 0.0146864401385455 0.0335891603418078 0.0352199116310356 0.0684511480603573 0.318229724416035 0.194695085892244 0.275176269627666 0.120956193013987 -0.884872373315176 0.0479135214613818 -0.412699195747064 0.0203279115253835 -0.0624012628580293 -0.0339465886815205 -0.203899801502953 0.0549903878423365 0.477296829280895 -0.85642782872753 -0.863145946349749 0.499258778283322 5771 404 19178 0.340703192407248 0.025237273511648 0 1 0 0 1 0 0 0.996986485736099 -0.077575429483741 0.077575429483741 0.996986485736097 2239 0.390116003021454 0.0023151602743486 0.0683332830663625 0.501093433718087
"1231122" 1000 10 0.0685213887529053 0.0203305274349954 0.604094 2 2.31256648628648e-06 23 0.96455929747386 0.868745330352347 0.953342830141626 0.856162459020621 3524 672 20949 10517 305 363 0 0.0909334454150928 0 0.00826446280991736 NA 0.4 NA 0 0.0154091062400066 0.0360243754222333 0.042772051321299 0.110865829270873 0.274077401083912 0.348721260250959 0.0520833333333333 0.977019041365726 0.94336569579288 0.0252103328598254 0.054854311826705 0.833737737737738 0.799599599599599 0.645301506529956 0.206472036642524 0.275409836065574 0.0771349862258953 0.977309562398703 0.960057061340941 0.945945945945946 0.927272727272727 0.0241803117138412 0.0550721262231384 0.0321774267215867 0.0794656064803105 0.316310001399162 0.203377089604574 0.211212827877489 0.125473747309355 -0.16763986692614 -0.0439466655818156 -0.973788705250868 0.00704103883374926 -0.0255350159614804 0.026027013013172 -0.0228541622866057 -0.00181495055299361 0.989198458638814 -0.999263819396695 -0.143684448974774 0.0182831999082644 3702 518 21621 0.191974897784539 0.033945041361605 0 5 0 0 3 0 0 0.999939268113873 0.0110208930621126 -0.0110208930621126 0.999939268113876 1523 0.465867022362708 0.00219103780541469 -0.00311131763416552 0.534212706597997
