"seed" "n_samp_tot" "n_samp_per_pop" "sd_fitness_among_inds" "sd_fitness_among_pops" "final_LA" "K" "Bonf_alpha" "numCausalLowMAFsample" "all_corr_phen_temp" "subsamp_corr_phen_temp" "all_corr_phen_sal" "subsamp_corr_phen_sal" "num_causal_prefilter" "num_causal_postfilter" "num_non_causal" "num_neut_prefilter" "num_neut_postfilter" "num_neut_neutralgenome" "num_causal_temp" "num_causal_sal" "num_multiallelic" "meanFst" "va_temp_total" "va_sal_total" "Va_temp_sample" "Va_sal_sample" "nSNPs" "median_causal_temp_cor" "median_causal_sal_cor" "median_neut_temp_cor" "median_neut_sal_cor" "cor_VA_temp_prop" "cor_VA_sal_prop" "cor_TPR_temp" "cor_TPR_sal" "cor_FDR_allSNPs_temp" "cor_FDR_neutSNPs_temp" "cor_FDR_allSNPs_sal" "cor_FDR_neutSNPs_sal" "num_causal_sig_temp_corr" "num_causal_sig_sal_corr" "num_notCausal_sig_temp_corr" "num_notCausal_sig_sal_corr" "num_neut_sig_temp_corr" "num_neut_sig_sal_corr" "cor_AUCPR_temp_allSNPs" "cor_AUCPR_temp_neutSNPs" "cor_AUCPR_sal_allSNPs" "cor_AUCPR_sal_neutSNPs" "cor_af_temp_noutliers" "cor_af_sal_noutliers" "cor_FPR_temp_neutSNPs" "cor_FPR_sal_neutSNPs" "LEA3.2_lfmm2_Va_temp_prop" "LEA3.2_lfmm2_Va_sal_prop" "LEA3.2_lfmm2_TPR_temp" "LEA3.2_lfmm2_TPR_sal" "LEA3.2_lfmm2_FDR_allSNPs_temp" "LEA3.2_lfmm2_FDR_allSNPs_sal" "LEA3.2_lfmm2_FDR_neutSNPs_temp" "LEA3.2_lfmm2_FDR_neutSNPs_sal" "LEA3.2_lfmm2_AUCPR_temp_allSNPs" "LEA3.2_lfmm2_AUCPR_temp_neutSNPs" "LEA3.2_lfmm2_AUCPR_sal_allSNPs" "LEA3.2_lfmm2_AUCPR_sal_neutSNPs" "LEA3.2_lfmm2_mlog10P_tempenv_noutliers" "LEA3.2_lfmm2_mlog10P_salenv_noutliers" "LEA3.2_lfmm2_num_causal_sig_temp" "LEA3.2_lfmm2_num_neut_sig_temp" "LEA3.2_lfmm2_num_causal_sig_sal" "LEA3.2_lfmm2_num_neut_sig_sal" "LEA3.2_lfmm2_FPR_neutSNPs_temp" "LEA3.2_lfmm2_FPR_neutSNPs_sal" "RDA1_propvar" "RDA2_propvar" "RDA1_propvar_corr" "RDA2_propvar_corr" "RDA1_temp_cor" "RDA1_sal_cor" "RDA2_temp_cor" "RDA2_sal_cor" "RDA_Va_temp_prop" "RDA_Va_temp_prop_corr" "RDA_Va_sal_prop" "RDA_Va_sal_prop_corr" "RDA_TPR" "RDA_TPR_corr" "RDA_FDR_allSNPs" "RDA_FDR_allSNPs_corr" "num_RDA_sig_causal" "num_RDA_sig_neutral" "num_RDA_sig_causal_corr" "num_RDA_sig_neutral_corr" "RDA_FDR_neutSNPs" "RDA_FDR_neutSNPs_corr" "RDA_AUCPR_allSNPs" "RDA_AUCPR_neutSNPs" "RDA_AUCPR_neutSNPs_corr" "RDA_FPR_neutSNPs" "RDA_FPR_neutSNPs_corr" "RDA_RDAmutpred_cor_tempEffect" "RDA_RDAmutpred_cor_salEffect" "RDA_absRDAmutpred_cor_tempVa" "RDA_absRDAmutpred_cor_salVa" "RDA_RDAmutpred_cor_tempEffect_structcorr" "RDA_RDAmutpred_cor_salEffect_structcorr" "RDA_absRDAmutpred_cor_tempVa_structcorr" "RDA_absRDAmutpred_cor_salVa_structcorr" "RDA_cor_RDA20000temppredict_tempPhen" "RDA_cor_RDA20000salpredict_salPhen" "RDA_cor_RDA20000temppredict_tempPhen_structcorr" "RDA_cor_RDA20000salpredict_salPhen_structcorr" "cor_PC1_temp" "cor_PC1_sal" "cor_PC2_temp" "cor_PC2_sal" "cor_LFMMU1_temp" "cor_LFMMU1_sal" "cor_LFMMU2_temp" "cor_LFMMU2_sal" "cor_PC1_LFMMU1_temp" "cor_PC1_LFMMU1_sal" "cor_PC2_LFMMU1_temp" "cor_PC2_LFMMU1_sal"
"1231687" 1000 10 0.0559473420182962 0.0195882628396406 0.407654 3 1.61020224140152e-06 1 0.849639983925851 0.710764092559619 0.944108447302921 0.833998412746803 610 38 31014 31349 31349 15687 38 38 0 0.0573822435667471 0.0582413553929759 0.0391540241711197 0.0580061759193514 0.0390225887372071 31052 0.286943953826933 0.309314190197127 0.168769587866326 0.176882157272623 0.699363801084204 0.94974168151368 0.368421052631579 0.342105263157895 0.995287781891619 0.990540540540541 0.996601307189542 0.991844416562108 14 13 2957 3812 1466 1581 0.0153780158949084 0.0379757522154093 0.099257735836752 0.117552035686074 2971 3825 0.0934531777905272 0.100784088735896 0.229471355750133 0.914757839600648 0.0526315789473684 0.184210526315789 0 0.883333333333333 0 0 0.135523873180455 0.190325811560892 0.135523873180455 0.190325811560892 2 60 2 0 7 0 0 0 0.563 0.437 0.535 0.465 0.316300525779269 -0.948659041696096 -0.948659041696096 -0.316300525779269 0.561109529371028 0.178313911046955 0.918550720202585 0.147156623351062 0.236842105263158 0.0526315789473684 0.992990654205608 0.998107852412488 9 475 2 545 0.981404958677686 0.996343692870201 0.113105114616875 0.187668449711778 0.00213029223319162 0.030279849556958 0.0347421431758781 0.570412517780939 0.516358463726885 0.00960520380858469 0.00500794236320101 0.375530737843199 0.573737519730798 0.00217652615556727 0.00881316791576099 0.678120970993417 0.80970265800428 0.0249853851545184 0.0371016953272063 0.328743368319009 -0.922049037991386 -0.920696010872704 -0.327317185738758 -0.0680910329160727 -0.0843253057781585 -0.0156011726176644 0.0820688570684685 -0.962137829142948 0.415026038787735 -0.269569395281989 -0.908687413730019
"1231688" 1000 10 0.0640267398851136 0.0328837526338651 0.39648 3 5.49994500054999e-06 0 0.819311585000276 0.663201769664758 0.933519727457614 0.815280155551557 496 21 9070 9196 9196 4619 21 21 0 0.189131013765093 0.0739699650782659 0.0392006469855466 0.074000835421318 0.0387490393145819 9091 0.290004635956758 0.462566619461542 0.241946967718473 0.235298163080576 0.768119849010991 0.925877504548685 0.285714285714286 0.619047619047619 0.997577714977796 0.994893617021277 0.994415807560137 0.988636363636364 6 13 2471 2315 1169 1131 0.00248392225431288 0.00509083567856029 0.111282821914533 0.143145235474964 2477 2328 0.253085083351375 0.244858194414375 0 0.569419693274164 0 0.19047619047619 NA 0.764705882352941 NA 0 0.120233155929419 0.297667095201825 0.120233155929419 0.297667095201825 0 17 0 0 4 0 0 0 0.689 0.311 0.782 0.218 -0.783403622209911 0.621513286027253 -0.621513286027252 -0.783403622209909 0.779294782852093 0.548673157336099 0.724883764416285 0.182974395035661 0.285714285714286 0.0952380952380952 0.975806451612903 0.990196078431373 6 83 2 106 0.932584269662921 0.981481481481482 0.0491596909374737 0.211321633713205 0.0587306242769629 0.0179692574150249 0.0229486901926824 0.457142857142857 0.647619047619048 0.00675309663179072 0.0176221811105997 0.103563158726244 0.531894209754833 0.0687146909474043 0.0287775255164692 0.6152866668309 0.712112057754063 0.0589684704581299 0.224069768221155 0.687954358141755 -0.57773428407724 0.645136791918253 0.68069185320426 -0.395555294143156 -0.346734258476914 0.0936514824352329 0.215025568707378 -0.929562168948711 0.960643032476859 0.360173859637997 0.263821023473674
"1231689" 1000 10 0.089935445135018 0.0334565820958426 0.410736 3 2.02322664184842e-06 3 0.788937155039038 0.711794414187936 0.885452055056739 0.801254847528408 639 38 24675 25385 25385 12377 38 38 0 0.136920923522206 0.051053378429304 0.0609936921378991 0.0583226231250839 0.0727626414589066 24713 0.248268233875634 0.260611404522942 0.186514074535945 0.126992792151791 0.659122794718388 0.437840712614944 0.315789473684211 0.289473684210526 0.996784565916399 0.994123408423115 0.988004362050164 0.970430107526882 12 11 3720 906 2030 361 0.00517387593071167 0.00888774754300871 0.0394198875688788 0.0667112125405297 3732 917 0.164013896743961 0.0291670033125959 0 0.645530132167258 0 0.131578947368421 NA 0.705882352941177 NA 0 0.106492648982143 0.226483065509593 0.106492648982143 0.226483065509593 0 17 0 0 5 0 0 0 0.724 0.276 0.521 0.479 0.999915937537102 0.0129660271206641 -0.0129660271206642 0.999915937537104 0.458354951481142 0.719226818569046 0.830302656378575 0.857311174457585 0.263157894736842 0.289473684210526 0.976905311778291 0.986318407960199 10 166 11 253 0.943181818181818 0.958333333333333 0.0584587086292581 0.125618082917862 0.152134076979259 0.0134119738224125 0.0204411408257251 0.598862019914651 0.604551920341394 0.00919595483343573 0.0138076682634247 0.282190499233449 0.82993217962951 0.0367816120591282 0.0809916785822263 0.675192927741878 0.733077532987571 0.220661032344841 0.732204619045708 -0.0955292454776194 -0.0145117991811294 -0.945545045777721 -0.0182791069311593 -0.0196901359768026 0.00488640377932895 -0.0669760230095406 -0.00583461571156206 0.996167622115478 -0.99871379073612 -0.0736281007907948 0.0230002998847499
"1231690" 1000 10 0.0891126011272371 0.0352946917082699 0.406264 2 1.92270717169775e-06 7 0.774441227200385 0.707877371235825 0.913460145641346 0.803178289569377 637 38 25967 27389 27389 12947 38 38 0 0.138912529344994 0.0558260214863862 0.0609122767813963 0.0533929768624061 0.0642767705728855 26005 0.33162271064794 0.236154959385739 0.247687550771163 0.106186121227572 0.508949524041275 0.301005750453731 0.236842105263158 0.157894736842105 0.998660514957583 0.997302158273381 0.986425339366516 0.949152542372881 9 6 6710 436 3327 112 0.00169420880836116 0.00342506480423662 0.0366190663848654 0.0848396959773097 6719 442 0.256970726809299 0.00865065266084807 0 0.779179190799861 0 0.210526315789474 NA 0.888888888888889 NA 0.111111111111111 0.0801787762022982 0.251240751851914 0.0801787762022982 0.251240751851914 0 72 0 0 8 1 0 7.72379701861435e-05 0.76 0.24 0.738 0.262 0.993609521077033 -0.112872138391515 0.112872138391515 0.993609521077031 0.526860276675589 0.587710957404852 0.767828763037638 0.838203774480972 0.210526315789474 0.236842105263158 0.993943981831946 0.993548387096774 8 441 9 522 0.982182628062361 0.983050847457627 0.0398387134147239 0.138882553884214 0.116726002624921 0.0340619448520893 0.0403182204371669 0.541963015647226 0.735419630156472 0.00181040657982483 0.010099638547434 0.157141616195127 0.820119655949527 0.0508722766138482 0.0941030463101674 0.692511059845338 0.655437554782646 0.24723285307052 0.665139732378604 -0.0281246447237883 -0.0337660946737499 -0.935306398439304 0.107174220381978 0.000619201111393115 -0.0273161804792848 -0.310286618238332 0.10280524018372 0.997744285060874 0.998197843760705 -0.0314291382248646 -0.00487295481188974
"1231691" 1000 10 0.0958672024595213 0.0352092333403366 0.418483 4 1.57222816175083e-06 1 0.883522159211065 0.736438521343506 0.91852196792463 0.800824598504055 633 36 31766 32106 32106 16042 36 36 0 0.0896450852140795 0.0513969474442823 0.0703744869231729 0.0517675375926102 0.0713107453351959 31802 0.344938769950143 0.219520825940562 0.225942337028903 0.0967470929795826 0.566292442567493 0.329112846830738 0.361111111111111 0.111111111111111 0.998233215547703 0.996287835522559 0.983193277310924 0.933333333333333 13 4 7345 234 3489 56 0.00203594846558649 0.0043515983839824 0.0172325020365154 0.10420830412352 7358 238 0.21749158459045 0.00349083655404563 0.0855560424896783 0.802863946795472 0.0277777777777778 0.305555555555556 0.666666666666667 0.884210526315789 0 0 0.131715659142138 0.428282705668529 0.131715659142138 0.428282705668529 3 95 1 0 11 0 0 0 0.818 0.182 0.808 0.192 0.999543601008291 -0.0302090993473258 0.0302090993473256 0.999543601008291 0.539451982029825 0.491327764887384 0.734557773762623 0.774357497090882 0.333333333333333 0.277777777777778 0.99154334038055 0.991273996509599 12 471 10 420 0.975155279503106 0.976744186046512 0.0769947438689526 0.18169374747018 0.178062855319303 0.0293604288742052 0.0261812741553422 0.482539682539682 0.765079365079365 0.00905503474070204 0.0195429404891181 0.0426844819752372 0.779053402708268 0.0433249835394006 0.117542515683323 0.708386727505387 0.758100816627054 0.0443162162150212 0.765741129316876 -0.964997281192697 0.0247188033170314 0.10081253130295 -0.0251902027634788 -0.0959977357180353 -0.021652885999682 0.0278239051747048 -0.0174231807504308 0.202481609074684 -0.999634076413478 0.978426066745421 -0.00725697091184288
"1231692" 1000 10 0.0906626329403912 0.0298732671717806 0.409907 2 1.59974404095345e-06 0 0.837043428707148 0.676055631974788 0.916382221896083 0.804150279610864 671 45 31210 31520 31520 15738 45 45 0 0.0624892947178994 0.0662937383985113 0.0591483464808955 0.0665327207384959 0.0592634059361058 31255 0.297974514987407 0.188564392753311 0.163131673787887 0.104576579337782 0.454176593955994 0.49756449537374 0.222222222222222 0.177777777777778 0.996494917630564 0.992917847025496 0.978494623655914 0.902439024390244 10 8 2843 364 1402 74 0.0123668766576586 0.0506985158844439 0.0338040768818677 0.108087970488278 2853 372 0.0890837463464227 0.00470199517092388 0 0.85400432187979 0 0.177777777777778 NA 0.896103896103896 NA 0 0.0831725630720718 0.325023847618827 0.0831725630720718 0.325023847618827 0 77 0 0 8 0 0 0 0.68 0.32 0.829 0.171 0.999998381033938 0.00179942477009129 -0.00179942477009133 0.999998381033938 0.76348907603122 0.570268525980877 0.934861884235709 0.899859968186138 0.333333333333333 0.266666666666667 0.988066825775656 0.99037690457097 15 408 12 395 0.964539007092199 0.97051597051597 0.0516682818372633 0.231383332325882 0.162125013489138 0.0259245139153641 0.0250984877366883 0.587878787878788 0.660606060606061 0.0126639653308515 0.0161350984271673 0.0668146377343776 0.82748415363307 0.00991272164526305 0.146728811165974 0.661000983989919 0.781686031092707 -0.0120741103327181 0.781149492944942 0.0138889780489421 0.0175992233154877 0.976494356919825 -0.00478469362613448 0.00437129874328907 0.0145627876711557 -0.0164345579222006 -0.000922569485886558 0.99911882018909 0.999179704680495 -0.0103958029424083 0.00201144139403426
"1231693" 1000 10 0.0956666230058573 0.0462357917993999 0.39566 5 4.72500472500473e-06 1 0.848073320777574 0.668226217312199 0.9035496087898 0.790421606000925 508 36 10546 10702 10702 5273 36 36 0 0.168313108326644 0.0794799361205557 0.0753700250215458 0.0806140149175051 0.074330302160132 10582 0.265476413882534 0.232284198323973 0.229908074943813 0.132450760760147 0.665104076103272 0.455003800876297 0.388888888888889 0.111111111111111 0.994892375045604 0.989840348330914 0.991266375545852 0.978723404255319 14 4 2727 454 1364 184 0.0319936218238547 0.0361119928682223 0.0342719831408598 0.0428345909022469 2741 458 0.258676275365067 0.0348947468234402 0.0199334563650513 0.572679245034336 0.0277777777777778 0.111111111111111 0 0.84 0 0 0.0730204240369022 0.173270923828597 0.0730204240369022 0.173270923828597 1 25 1 0 4 0 0 0 0.725 0.275 0.712 0.288 0.999996801427478 -0.00252925578289767 0.00252925578289755 0.999996801427474 0.680013420653477 0.679725951484172 0.533111031627479 0.751586556658356 0.166666666666667 0.222222222222222 0.984455958549223 0.979643765903308 6 129 8 139 0.955555555555556 0.945578231292517 0.044925936356187 0.113794012811129 0.0851734233037944 0.0244642518490423 0.026360705480751 0.412698412698413 0.698412698412698 0.00697389828180104 0.0151098952704803 0.194410043009016 0.783051896046946 0.0545012424198473 0.113988999884593 0.622946487817951 0.681305921315624 0.256609130320568 0.679601465697591 0.928171832680138 -0.0247448427682252 0.0529289923027191 0.228152961125872 0.0598771406004421 -0.0298787277299464 -0.304887075007128 0.123133150461563 0.140584677684082 0.998527402166531 -0.974725489069645 0.026047747279244
"1231694" 1000 10 0.0499988311320508 0.0281136450870205 0.510068 9 1.97472353870458e-06 0 0.961408368526986 0.933725874979901 NA NA 11 4 25316 26268 26268 12629 4 0 0 0.197379234938967 0.0326171191387685 0 0.0486562659383023 0 25320 0.747851426316644 NA 0.362028566599872 0.0456991798244803 1 0 1 NA 0.999683118117722 0.999375195251484 NA NA 4 0 12619 0 6398 0 0.000468663198687658 0.000949236711255574 NA NA 12623 0 0.506611766569008 0 1 NA 1 NA 0.986885245901639 NA 0.955555555555556 NA 0.000124296855391171 0.000247213355763387 NA NA 305 0 4 86 0 0 0.00680972365191227 0 0.988 0.012 0.665 0.335 0.999966319886457 0.0082072585396055 -0.00820725853960581 0.999966319886457 0.466174581384668 0.225662643420958 0 0 0.5 0.25 0.988505747126437 0.997942386831276 2 77 1 256 0.974683544303797 0.996108949416342 0.00445753949763972 0.00961741911956859 0.00154299986786555 0.00609707815345633 0.0202708052894133 0.333333333333333 NA 0.0163666879304493 NA 0.405173264336361 NA 0.0178178111602201 NA 0.897693946695817 NA -0.0333060994309834 NA -0.995518809471817 -0.00762117509233015 -0.0185137184028845 -0.00818859824692757 -0.0787620495474921 -0.00800858101045953 0.0612878693777769 0.00725615439496829 0.0975995281542412 0.999544190884331 -0.993790114321699 -0.00909708923676543
"1231695" 1000 10 0.0446717866382003 0.0208285161212427 0.516548 9 1.71180115717758e-06 0 0.976430217842855 0.942390665603708 NA NA 11 6 29203 30933 30933 14724 6 0 0 0.17861234303039 0.0489164153763188 0 0.0658600953290741 0 29209 0.622572732076212 NA 0.453904941783719 0.0415773279984939 1 0 1 NA 0.999669293942567 0.999362854412233 NA NA 6 0 18137 0 9411 0 0.000340220376835162 0.000669137050593654 NA NA 18143 0 0.639160554197229 0 0.92723211225255 NA 0.833333333333333 NA 0.9609375 1 0.75 1 0.000184279118163553 0.000367697648659654 NA NA 128 1 5 15 0 1 0.00101874490627547 6.79163270850312e-05 0.989 0.011 0.888 0.112 0.999995622180622 0.00295898962316345 -0.00295898962316324 0.999995622180623 0.791374368379422 0.902041707145651 0 0 0.666666666666667 0.666666666666667 0.998870375600113 0.99887923788176 4 1822 4 1634 0.997809419496167 0.997557997557998 0.00229085583490325 0.00384183506316479 0.00868459854926104 0.123743547948927 0.110975278456941 0.733333333333333 NA 0.0175400133657306 NA 0.346207873271516 NA 0.0327635688031344 NA 0.901583274694112 NA 0.00182084590910042 NA -0.978346124658695 -0.00175506355669434 -0.13494360117226 -0.00537402765876721 -0.60115028157284 -0.00265768655447748 -0.543629115531239 -0.00455605393031046 0.700543228554876 0.997715908148641 -0.707251578777 -0.0647439516045134
"1231696" 1000 10 0.0336355314694272 0.0215711665237102 0.515352 9 1.55106092567316e-06 0 0.983921668923064 0.9388337400533 NA NA 7 5 32231 32575 32575 16031 5 0 0 0.145959383367669 0.058540823463229 0 0.0585760103379015 0 32236 0.718987297028051 NA 0.392390142900017 0.0384551677188573 0.978498951726455 0 0.8 NA 0.999765409653393 0.999522786924362 NA NA 4 0 17047 0 8378 0 0.000454519345693992 0.000931934528704464 NA NA 17051 0 0.522612438400599 0 1 NA 1 NA 0.938271604938272 NA 0.375 NA 0.000137756873389525 0.000276132004055296 NA NA 81 0 5 3 0 0 0.000187137421246335 0 0.989 0.011 0.866 0.134 0.999994671647717 -0.00326445648928111 0.00326445648928123 0.999994671647718 0.933091472791907 0.0669085272080931 0 0 0.4 0.6 0.998277347114556 0.99740932642487 2 515 3 560 0.996131528046422 0.994671403197158 0.0159379953256741 0.0478524055687836 0.403235730676295 0.0321252573139542 0.0349323186326492 0.8 NA 0.0148353869055467 NA 0.286766744774043 NA 0.0147541143027601 NA 0.892833973689383 NA 0.163438886178457 NA -0.977217892007357 0.00234074232751388 -0.0117671358697131 0.00434254969348784 -0.0260839950024631 -0.00321198346123851 0.800871380945939 0.0044312383859394 0.0411296236711236 -0.999912396236287 -0.998830760973997 0.00329885151319026
"1231697" 1000 10 0.0434873969334202 0.0218379827262343 0.510632 9 1.60276958584434e-06 0 0.981355352579548 0.938709440237591 NA NA 5 5 31191 31525 31525 15777 5 0 0 0.100164480725415 0.0606933790017368 0 0.060826629356558 0 31196 0.643874909268427 NA 0.350031897470695 0.0445347913204947 1 0 1 NA 0.99965874965875 0.999316473000683 NA NA 5 0 14647 0 7310 0 0.000735781432411896 0.00145740499920294 NA NA 14652 0 0.463332699499271 0 0.819249788951073 NA 0.8 NA 0.92 NA 0.428571428571429 NA 0.00018726498074103 0.00036174672745018 NA NA 50 0 4 3 0 0 0.000190150218672751 0 0.98 0.02 0.84 0.16 0.99999373028171 -0.00354110113840679 0.00354110113840688 0.999993730281711 0.806468781136419 0.607327448972582 0 0 0.6 0.6 0.997431506849315 0.997751124437781 3 591 3 629 0.994949494949495 0.995253164556962 0.0148294470189755 0.0255320819747937 0.0102019612337803 0.037459593078532 0.0398681625150536 0.8 NA 0.016839137737609 NA 0.206840218861323 NA 0.0260784639722983 NA 0.892772652655165 NA 0.0256351645951499 NA -0.990376234338658 0.00240639705212321 -0.0366255879025157 0.00565242109552085 -0.0898183694902663 -0.00318639336914805 0.318202486355566 0.00491118041489856 0.126471219595227 -0.999826019306221 -0.991380253080326 0.00788088018313873
"1231698" 1000 10 0.0680013431607261 0.0459075470495586 0.486134 7 3.2791185729276e-06 0 0.96348354500772 0.899255542623374 NA NA 7 4 15244 15431 15431 7640 4 0 0 0.289543981290861 0.0756030482616903 0 0.0733981551600522 0 15248 0.546461598310722 NA 0.515118782783453 0.0412435463698989 0.969937760443544 0 0.75 NA 0.999716177861873 0.999444855662472 1 1 3 0 10567 4 5401 4 0.000317833460734995 0.000608749352781324 NA NA 10570 4 0.706937172774869 0.000523560209424084 0.957240531686326 NA 0.5 NA 0.777777777777778 NA 0 NA 0.000226985235122878 0.000464161011419106 NA NA 9 0 2 0 0 0 0 0 0.992 0.008 0.915 0.085 0.999998944071142 -0.0014532228338746 0.00145322283387445 0.999998944071141 0 0.515571184689791 0 0 0 0.75 1 0.989795918367347 0 3 3 123 1 0.976190476190476 0.000457960586482509 0.000929692358429435 0.0817303260702917 0.000392670157068063 0.0160994764397906 1 NA 0.0139319228582546 NA 0.501788119832883 NA 0.0357584067883738 NA 0.849964781034083 NA 0.132529144256887 NA -0.964174939224783 0.00137413952159083 -0.00757643703184792 -0.0219963347618033 -0.639565546668668 -0.00105086184138791 0.754846784906898 -0.01241105967658 0.755748382373254 -0.99950978647962 -0.526535741605229 -0.0292650519594424
"1231699" 1000 10 0.0779097047985309 0.0406681345338083 0.478227 3 2.02347227842979e-06 1 0.929541805663263 0.880004866460381 NA NA 8 4 24706 25402 25402 12214 4 0 0 0.127384784703247 0.0544232592367399 0 0.067581718193349 0 24710 0.693083496845654 NA 0.220321292349534 0.184979443838664 1 0 1 NA 0.999328408327737 0.998596983514556 1 1 4 0 5952 3926 2847 1914 0.0199388363057851 0.304021630456732 NA NA 5956 3926 0.2330931717701 0.156705420009825 0.981314466052592 NA 0.75 NA 0.954545454545455 NA 0.25 NA 9.5884716940553e-05 0.000194649121510126 NA NA 66 0 3 1 0 0 8.18732601932209e-05 0 0.597 0.403 0.597 0.403 0.998407215925652 -0.056418358604151 0.0564183586041513 0.998407215925654 1 0.297527311064219 0 0 1 0.25 0.993197278911565 0.997732426303855 4 191 1 179 0.979487179487179 0.994444444444444 0.267673970616653 0.408032601170918 0.0111838144204356 0.0156377926969052 0.0146553135745865 0.666666666666667 NA 0.0178541888937622 NA 0.942516921230011 NA 0.0195015917649997 NA 0.836353864880079 NA 0.196838578200202 NA 0.975210255264679 -0.0460855113451891 0.0497004488663618 0.962482633664523 0.0296483083246468 -0.0194080730547391 -0.0421344417640267 -0.0108056003733541 0.0796354998567812 0.999213797466082 -0.995370380805213 0.0276988920413179
"1231700" 1000 10 0.068990916729372 0.0354732889821126 0.491976 2 1.96224637965543e-06 0 0.944094605974909 0.879555685492447 NA NA 12 7 25474 26871 26871 12941 7 0 0 0.124757208374899 0.0336437220887429 0 0.0478255776751215 0 25481 0.81771289583972 NA 0.264015550745736 0.167312220866942 1 0 1 NA 0.999101527403414 0.998051767325355 1 1 7 0 7784 2904 3586 1429 0.293856160917738 0.548942087375916 NA NA 7791 2904 0.277103778687891 0.110424233057724 0.703642432381578 NA 0.571428571428571 NA 0.923076923076923 NA 0 NA 0.000206790906611298 0.000413813748322389 NA NA 52 0 4 0 0 0 0 0 0.629 0.371 0.681 0.319 0.994380950805873 0.105860874143414 -0.105860874143414 0.994380950805872 0.953106405641305 0.673116105476282 0 0 0.714285714285714 0.714285714285714 0.997577519379845 0.994239631336406 5 760 5 342 0.993464052287582 0.985590778097983 0.192693214799564 0.537260667230434 0.494052910074001 0.0587280735646395 0.0264276331040878 0.714285714285714 NA 0.0200438373702027 NA 0.584718730359137 NA 0.0622650394665097 NA 0.854289831476545 NA 0.15902782515827 NA -0.943724117418665 -0.155295874982537 -0.217884716577548 0.767826431365554 -0.0943413923101346 -0.0828318588764532 -0.0294018309152181 0.555809411664751 0.321058302179162 0.995530143606743 -0.945193972636749 0.0800135126875066
"1231701" 1000 10 0.0579133211793648 0.0255380344526885 0.496285 5 1.58192805391211e-06 0 0.971827977520773 0.906950631445982 NA NA 10 6 31601 31946 31946 15923 6 0 0 0.0858288919235135 0.0396212378841928 0 0.0396268981393918 0 31607 0.784098420830414 NA 0.257707085941051 0.137365919031982 1 0 1 NA 0.999371135101142 0.998620372499425 1 1 6 0 9535 1576 4343 855 0.268077133767462 0.533409707564583 NA NA 9541 1576 0.272750109903913 0.053695911574452 0.976260312871044 NA 0.833333333333333 NA 0.861111111111111 NA 0 NA 0.000114801087650385 0.000227322006799702 NA NA 36 0 5 0 0 0 0 0 0.766 0.234 0.873 0.127 0.999760474860212 0.0218859065904223 -0.0218859065904221 0.999760474860213 0.976260312871044 0.916264718418771 0 0 0.833333333333333 0.666666666666667 0.996598639455782 0.99664147774979 5 540 4 589 0.990825688073395 0.993254637436762 0.380128324358349 0.672303086243671 0.064668727373992 0.0339132073101802 0.0369905168624003 0.466666666666667 NA 0.0171344457160068 NA 0.866679417689351 NA 0.0179872920930259 NA 0.860193761935938 NA 0.128382341214575 NA -0.972175664939644 -0.0205561108338557 -0.0294183767664801 0.313649825845696 -0.0929029288295154 -0.0155220385450746 0.0351873109170024 -0.0190823159582593 0.126925051234951 0.999630368029043 -0.990849884137872 -0.00449493047206122
"1231702" 1000 10 0.0632937603717463 0.0248412699486817 0.488856 2 1.60807898883993e-06 0 0.965675568205135 0.875390670833067 NA NA 9 7 31086 31450 31450 15745 7 0 0 0.0582644377094814 0.0434233824156127 0 0.0435781877144705 0 31093 0.74949661045406 NA 0.1806178599488 0.15808281025184 1 0 1 NA 0.998252621068397 0.995734308348568 1 1 7 0 3999 2708 1634 1433 0.176970170911675 0.721489873190294 NA NA 4006 2708 0.10377897745316 0.0910130200063512 0.994165163434729 NA 0.857142857142857 NA 0.931818181818182 NA 0 NA 0.000163397005368077 0.000320051920964487 NA NA 88 0 6 0 0 0 0 0 0.592 0.408 0.511 0.489 0.999123447832818 0.0418609124442825 -0.0418609124442827 0.999123447832814 1 0.212599602230854 0 0 1 0.714285714285714 0.995185694635488 0.995511669658887 7 592 5 542 0.988313856427379 0.990859232175503 0.333374854617485 0.896640936411496 0.295379551977664 0.0375992378532868 0.0344236265481105 0.80952380952381 NA 0.0211585360439801 NA 0.452064563462928 NA 0.0104417352984965 NA 0.853198221425464 NA 0.0572819021485581 NA -0.981133961704617 -0.0305173560575533 -0.0312868081994509 0.972788326801359 0.0230954498067594 -0.0150087239427412 -0.0357781839103327 0.00395466186498532 -0.0558491675794546 0.998993567538361 0.997314145422993 0.0145016531512462
