seed mutID muttype p mut1-mat-Effect mut2-MTWetQ-Effect mut3_MTDQ-Effect mut4_PDM-Effect mut5_PwarmQ-Effect mut6_PWM-Effect
892657863 1169 m2 0.0135528 -0.13909 -0.0326304 -0.0351155 0.0217087 -0.0213386 -0.0159789
892657863 1160 m2 0.00593299 -0.00605812 0.0105894 0.0481826 -0.122246 -0.0115253 -0.0456859
892657863 1292 m2 0.0365286 0.0315234 -0.0800582 0.0508327 -0.00501886 -0.0892137 -0.0842223
892657863 83705 m2 0.000465333 -0.107495 0.0173259 -0.131084 0.0179486 0.0353652 0.0544242
892657863 129994 m2 0.000290833 0.0730654 -0.0104751 -0.0419977 0.0512856 -0.0285423 0.0227427
892657863 1221 m2 0.0738134 -0.0434522 -0.0079511 0.256966 -0.113958 0.00539025 -0.155525
892657863 136471 m2 0.0001745 0.180389 -0.108858 -0.0622951 0.0145824 -0.0314225 -0.0286741
892657863 1210 m2 0.221847 -0.0334591 0.119198 -0.100667 -0.0475144 -0.00801299 -0.0486166
892657863 135602 m2 0.000349 0.122394 0.102107 0.0886733 -0.153712 -0.0586974 0.103771
892657863 1412 m2 0.202478 -0.122821 0.052034 -0.0578981 -0.158273 -0.0286899 0.0548204
892657863 14990 m2 0.0138436 0.0446622 -0.0264736 0.0930098 0.0730492 0.028066 0.030967
892657863 136495 m2 5.81666e-05 -0.0647606 0.0012416 0.0219938 0.00087507 0.0725517 0.0681049
892657863 78468 m2 0.00319916 -0.0684342 -0.00236609 -0.0459305 -0.0209258 0.00694798 -0.0449413
892657863 1834 m2 0.118893 0.0666342 0.0131746 -0.102008 -0.00382276 0.188716 -0.00852694
892657863 136509 m2 5.81666e-05 0.0166076 -0.0880591 -0.0208816 0.00851674 0.00665951 0.031286
892657863 2068 m2 0.0148325 -0.00649733 -0.111849 -0.0436879 0.00101102 -0.0955454 -0.14465
892657863 1304 m2 0.0444393 0.0489761 -0.085614 0.0454659 -0.142675 -0.0567403 -0.125901
892657863 2272 m2 0.0325151 -0.0437291 0.200359 0.0739695 -0.0815662 -0.0701524 -0.0871905
892657863 136016 m2 0.000116333 0.0240936 0.0323473 0.0859988 -0.0734996 -0.0831357 -0.109926
892657863 2056 m2 0.0226268 -0.102014 0.0739943 -0.133043 0.070181 0.122303 0.0162387
892657863 25737 m2 0.0239646 -0.131887 0.0401768 -0.0342464 -0.0469767 0.0238587 0.0305141
892657863 135068 m2 5.81666e-05 0.00346831 0.0493631 0.0415809 -0.020223 0.075459 0.0362156
892657863 1560 m2 0.026175 -0.120476 0.0319935 -0.12143 -0.234726 0.0173316 0.0256602
892657863 4488 m2 0.00599116 -0.00401105 0.0439184 -0.075339 0.00795193 -0.147889 -0.0567722
892657863 1332 m2 0.00599116 0.217693 -0.0583379 -0.0647048 -0.039217 -0.013541 0.0139031
892657863 136531 m2 5.81666e-05 0.110918 0.138127 -0.0404101 -0.105768 -0.041622 -0.0997642
892657863 1789 m2 0.0133201 0.0020389 0.0592084 0.127825 0.0557367 -0.0443177 0.237833
892657863 1884 m2 0.0120987 -0.0109641 0.0531877 0.176575 -0.0136498 0.0892303 0.0102355
892657863 2483 m2 0.023034 0.143052 -0.0239124 0.0950648 -0.0358402 -0.0393126 -0.0299097
892657863 135162 m2 0.000116333 -0.0701975 0.0674506 -0.122989 0.0349592 0.0392993 -0.0694968
892657863 135196 m2 0.000290833 0.076647 0.0997726 0.130619 0.0270837 -0.0273268 0.0521038
892657863 114664 m2 0.0019195 -0.0304708 0.0736752 -0.0630402 0.0809864 0.0383225 -0.0143807
892657863 22810 m2 0.0012215 -0.123615 -0.0952072 -0.0771274 -0.0389368 -0.00720841 -0.151624
892657863 2410 m2 0.021638 -0.0619741 0.0340114 0.0752973 0.0289466 0.000280446 0.0542165
892657863 1510 m2 0.00983015 -0.13247 -0.06835 -0.0284109 0.00822356 -0.138929 0.0721355
892657863 3067 m2 0.0350163 -0.0370083 0.101477 -0.0733744 -0.0375332 0.049502 -0.0318945
892657863 1498 m2 0.0456026 -0.120724 -0.00254519 -0.00701468 0.0477953 0.0604642 0.166466
892657863 116638 m2 0.000407166 -0.0474869 0.0302807 -0.0320761 -0.00995078 0.0563325 0.0770608
892657863 136384 m2 5.81666e-05 0.0284409 0.0133774 -0.0528459 -0.0328209 0.0276404 -0.164468
892657863 1983 m2 0.0310028 -0.202438 -0.0210753 -0.0897333 -0.0625295 0.0435199 -0.00103314
892657863 4594 m2 0.0123313 0.0182937 0.058339 0.0147459 0.0534099 0.0802406 0.0450996
892657863 70405 m2 0.002792 -0.00872666 0.0376086 0.0242749 -0.0456935 -0.0125224 -0.0244478
892657863 1958 m2 0.00511866 -0.103103 0.017044 -0.00110042 -0.207337 -0.0297501 -0.177901
892657863 1683 m2 0.0206491 0.0414339 0.0616844 0.0917575 0.0992567 0.0356316 0.0637385
892657863 2326 m2 0.0176245 0.0799931 -0.0680976 0.0285918 0.04275 -0.112783 0.0391989
892657863 2287 m2 0.0688692 -0.0853161 -0.017625 -0.087619 0.0347462 0.134921 -0.0630079
892657863 136279 m2 5.81666e-05 0.00711031 -0.0556272 -0.0364376 -0.0524997 0.0087662 0.17264
892657863 5857 m2 0.00756166 0.19298 0.149258 0.0402195 -0.0377827 -0.0134525 0.0498415
892657863 1967 m2 0.0364123 0.0952571 -0.0172366 0.165712 -0.0480645 -0.0729591 0.0606102
892657863 133841 m2 0.000232666 0.305948 -0.051719 0.0160054 0.151826 0.0427229 -0.256192
892657863 59435 m2 0.00517683 -0.022322 -0.0580964 0.019704 0.0338697 0.0240163 0.140626
892657863 136214 m2 5.81666e-05 0.029319 0.0302078 0.0877567 0.108813 0.164712 0.0724401
892657863 4981 m2 0.00593299 0.159436 -0.0465525 0.108444 0.0453611 -0.135557 0.201837
892657863 109293 m2 0.00552583 0.0256673 -0.0528847 -0.0327444 0.0108787 0.00655366 0.0219198
892657863 132928 m2 0.000116333 -0.0508483 -0.0321629 -0.111941 0.155857 -0.12464 0.0108429
892657863 135294 m2 0.0001745 0.168103 0.0189651 0.0294858 0.0924875 -0.085292 -0.0714657
892657863 2073 m2 0.0319335 0.0169166 0.024295 0.0579394 0.0549307 -0.0193101 0.12394
892657863 2675 m2 0.0771289 0.0397098 -0.078853 0.0213826 -0.0308035 0.115926 0.12732
892657863 135908 m2 5.81666e-05 -0.0685202 0.0992111 0.0688859 -0.0780371 0.0497053 0.104349
892657863 136494 m2 5.81666e-05 -0.195772 0.112343 0.035353 -0.00159474 -0.000639636 0.227387
892657863 4788 m2 0.00506049 0.00592497 0.136692 0.0553827 -0.112987 -0.103528 0.070013
892657863 106926 m2 0.0138436 0.0746389 -0.0238726 -0.00531487 -0.0481658 0.00178535 0.00523846
892657863 3750 m2 0.0383318 0.0267478 -0.0269809 0.0936796 0.31048 0.030815 0.022125
892657863 136529 m2 5.81666e-05 -0.0489332 -0.0339977 0.0270469 0.0633001 0.0145085 -0.0794435
892657863 134487 m2 5.81666e-05 -0.0775248 -0.00311977 -0.0988416 0.0787565 -0.0247001 0.0433657
892657863 134344 m2 0.000116333 -0.105309 -0.0317709 -0.0847514 -0.0255128 -0.0763161 0.00474325
892657863 136331 m2 0.0001745 -0.0348284 0.0777269 0.0400595 0.001866 -0.113495 0.0401768
892657863 2169 m2 0.0164611 0.0441591 -0.0869089 -0.0667582 -0.0425339 -0.0351523 -0.165628
892657863 136213 m2 5.81666e-05 -0.0615406 -0.00932912 -0.0705757 0.0767586 -0.156723 -0.0668629
892657863 129831 m2 5.81666e-05 0.0312229 -0.0171474 -0.0348118 -0.00337877 0.0284367 -0.0116545
892657863 136311 m2 5.81666e-05 -0.177315 0.080496 -0.134403 0.167883 0.0690028 -0.250584
892657863 69771 m2 0.00151233 -0.0123774 -0.0108955 0.0832737 0.131456 -0.033054 0.0201216
892657863 25202 m2 0.00750349 -0.0135033 -0.0220555 -0.11405 -0.198629 -0.0193309 0.0481017
892657863 136038 m2 0.000290833 -0.0146163 0.0175881 -0.0511992 0.012432 -0.052559 0.0442581
892657863 3924 m2 0.125814 0.0363547 0.161539 0.0689192 -0.0660263 -0.0276331 -0.094428
892657863 2732 m2 0.01745 -0.137852 0.0825822 -0.0480372 -0.00456406 0.0105202 0.0819409
892657863 134375 m2 0.0001745 0.0357777 0.0835534 -0.029385 -0.039837 0.030325 0.120286
892657863 134624 m2 0.0001745 0.123887 -0.0573298 0.0421525 -0.112466 0.000495244 -0.105694
892657863 2558 m2 0.12279 -0.170668 -0.148105 0.00809644 0.0267088 0.0488634 -0.0221493
892657863 117376 m2 0.0214635 0.026486 0.083253 -0.0571747 -0.00807294 -0.0457653 -0.00718723
892657863 3767 m2 0.0166938 -0.13628 0.175921 -0.118968 0.000585516 -0.0659282 -0.100965
892657863 73535 m2 0.000232666 0.154077 -0.0515926 0.0196135 -0.151577 -0.10675 -0.220449
892657863 74460 m2 0.00197766 -0.0478379 -0.0770004 -0.0199572 -0.161502 -0.000208912 -0.000159349
892657863 136053 m2 5.81666e-05 -0.107771 -0.152843 -0.00304339 -0.0828091 -0.00938103 0.0270156
892657863 2596 m2 0.00517683 -0.0571586 0.0153222 -0.135621 0.0453066 -0.0444577 -0.0515728
892657863 135537 m2 5.81666e-05 -0.117192 0.090521 0.0496242 0.153669 0.0696987 -0.100853
892657863 135945 m2 0.000116333 0.000842436 -0.0800303 -0.0350284 -0.144735 0.0812901 0.0301242
892657863 135598 m2 0.000116333 0.211058 0.134645 -0.069178 -0.0151294 -0.127676 0.154149
892657863 3279 m2 0.0216961 -0.0546032 0.0648296 -0.123676 0.0396346 -0.132352 -0.0994748
892657863 89078 m2 0.0151233 0.00364263 0.0766085 -0.00686899 -0.00920314 0.0898305 0.00767383
892657863 136375 m2 5.81666e-05 -0.0145483 0.0857509 -0.0596314 -0.0603414 -0.0153548 0.0541211
892657863 134063 m2 0.000930665 -0.0497558 -0.0464368 -0.0332957 -0.0837972 0.0974295 0.0481498
892657863 5049 m2 0.0144835 0.0139498 -0.0180091 -0.157013 0.0592403 -0.0394443 0.0536648
892657863 132553 m2 0.000872499 -0.0525255 -0.0748918 -0.00987199 0.0251547 0.0984327 0.176065
892657863 2880 m2 0.0867846 0.0584383 -0.00716702 -0.0328735 -0.0677733 -0.0508457 -0.10476
892657863 59775 m2 0.00552583 0.0298475 0.0744526 -0.115148 -0.0195978 -0.0301408 -0.128232
892657863 51432 m2 0.0127385 -0.043547 -0.0200313 -0.0160735 -0.0177366 0.0432784 0.0473563
892657863 2516 m2 0.0150651 0.074467 -0.145556 0.0160655 0.0104513 0.00296723 0.08544
892657863 136373 m2 5.81666e-05 -0.0742088 0.0686692 -0.0113299 0.153993 0.0754792 0.00948234
892657863 4540 m2 0.0168683 -0.0532263 -0.11427 -0.0820715 -0.00852534 0.062591 -0.0134005
892657863 5666 m2 0.0158213 -0.117388 -0.0852496 0.0971746 0.0737541 0.0599814 0.0266626
892657863 2627 m2 0.0291996 -0.0156276 -0.148075 0.0900938 0.114037 -0.0922466 -0.0292064
892657863 12787 m2 0.0139018 0.0479798 0.00410878 0.0499839 0.107036 0.163026 0.145434
892657863 135332 m2 0.000756166 0.0856432 -0.0620004 -0.00723628 -0.00555773 0.00840676 0.0132643
892657863 2690 m2 0.00953932 -0.03323 0.0853002 0.11134 -0.017609 -0.0224629 0.0736122
892657863 121997 m2 0.000523499 -0.16315 -0.0839234 0.219787 -0.0314645 -0.0893115 0.110041
892657863 108109 m2 0.00378083 0.103209 0.104347 0.0198019 -0.0134473 0.0308049 -0.0207297
892657863 136189 m2 0.000232666 0.0199268 -0.0360572 0.143411 0.113664 -0.0690252 0.121413
892657863 136527 m2 5.81666e-05 -0.000161965 0.12832 0.329163 0.148657 -0.0106346 0.0802865
892657863 136256 m2 5.81666e-05 0.0472233 -0.00826143 -0.0315056 -0.0901265 0.0531385 0.0786548
892657863 2686 m2 0.0222196 0.00667255 0.0766306 -0.069491 -0.223972 0.0643659 0.0164757
892657863 136492 m2 5.81666e-05 0.125639 0.125598 -0.0555733 -0.0895805 -0.0200727 -0.10331
892657863 3143 m2 0.131224 0.111514 -0.0028997 0.0769089 0.00735299 -0.0608631 -0.00710287
892657863 135721 m2 5.81666e-05 -0.100378 -0.0365138 -0.129944 -0.0105339 0.118595 0.0345286
892657863 11092 m2 0.0649721 0.0861211 0.0235702 0.00896137 0.00940059 0.0124472 0.0136394
892657863 136290 m2 5.81666e-05 -0.00649904 -0.00211097 0.0553023 0.018051 -0.135149 -0.105696
892657863 135690 m2 0.000116333 -0.0801048 0.00443685 0.111332 -0.0890408 -0.0539274 0.10449
892657863 17642 m2 0.0182061 0.0514789 0.0385333 0.0268136 0.0736884 -0.12069 0.0576006
892657863 5801 m2 0.016054 0.183204 -0.0287725 0.083279 -0.174696 -0.0399911 0.037095
892657863 6655 m2 0.0196021 0.00193304 0.08364 -0.110377 -0.0694975 -0.00306827 0.00125322
892657863 135293 m2 0.0001745 0.0567197 -0.00698518 -0.0280454 -0.164563 -0.0380882 0.0810786
892657863 136035 m2 0.000116333 0.100382 -0.0513629 0.0114568 -0.0336751 0.0876278 0.0774646
892657863 135680 m2 5.81666e-05 0.120026 0.109528 -0.0873743 -0.038251 0.0630611 -0.148135
892657863 14329 m2 0.00442066 0.129702 0.0928349 0.122194 0.0579573 0.0224865 0.0460269
892657863 3211 m2 0.00447883 0.0721041 -0.0159313 0.0581766 -0.151719 -0.0187423 -0.0118178
892657863 136480 m2 5.81666e-05 -0.0371574 -0.143373 0.158002 -0.049725 -0.0154091 -0.183276
892657863 136525 m2 5.81666e-05 -0.0718449 0.0838922 0.04575 -0.0202517 -0.0132868 -0.155816
892657863 136491 m2 0.000116333 -0.014358 -0.0599766 -0.0126211 -0.0291272 0.00213605 -0.0758831
892657863 136104 m2 0.000232666 -0.0170299 0.0894511 -0.0294856 -0.111408 -0.0478593 -0.089381
892657863 136505 m2 0.000116333 -0.0234172 0.0618745 0.0340617 0.0171175 -0.060426 -0.0890177
892657863 5721 m2 0.0203583 0.00218396 -0.0250057 0.00376968 0.142572 0.110146 0.0552889
892657863 77277 m2 0.0147743 -0.00737517 0.059484 0.0107856 -0.0804452 0.00839263 -0.0667001
892657863 97520 m2 0.00570033 0.0330103 0.0904864 -0.0821125 0.0136802 -0.0316942 0.0593306
892657863 135706 m2 5.81666e-05 -0.052036 0.0531889 0.00130535 -0.0225686 0.118958 -0.0219365
892657863 135035 m2 0.000116333 0.188328 0.0120199 -0.00371067 -0.018183 0.0250157 0.0279957
892657863 75261 m2 0.00285016 0.152087 0.0620524 0.0189634 -0.101416 -0.0368518 0.00291552
892657863 3551 m2 0.000581666 0.110642 0.068486 -0.0471733 0.0670895 -0.212879 0.0670205
892657863 3856 m2 0.00500233 0.175774 0.026174 -0.182564 0.0565768 0.00740786 0.0358745
892657863 135137 m2 0.000116333 0.043617 0.145866 -0.0058352 -0.12302 0.0862616 -0.0107299
892657863 110044 m2 0.00162866 0.132468 0.0629483 0.0231231 0.0530888 0.0155366 -0.0993327
892657863 69111 m2 0.0145998 -0.0256545 0.0307398 -0.031026 0.00834195 -0.00167134 0.00745063
892657863 136524 m2 5.81666e-05 -0.0377083 0.156083 0.0166491 0.0935146 -0.165111 -0.0495563
892657863 82052 m2 0.0144253 0.0231293 -0.0893222 -0.0195569 0.0268452 0.0566667 -0.0708199
892657863 136275 m2 5.81666e-05 0.124294 0.0610001 0.0154984 0.0554493 -0.100751 0.040114
892657863 10303 m2 0.016752 0.0466595 0.0958784 -0.0776108 0.0862024 -0.0594733 0.0947607
892657863 135832 m2 0.000116333 0.00311728 0.139992 -0.00970281 0.0532208 0.0470145 -0.0362601
892657863 4998 m2 0.00319916 0.0154779 0.0994092 -0.0765093 -0.0596757 -0.0376682 -0.102277
892657863 136328 m2 0.000116333 0.017403 -0.0600108 -0.023302 0.0893882 0.0313764 0.047597
892657863 123446 m2 0.00663099 0.0707017 -0.0871455 0.0182979 -0.00608815 0.0225577 0.101861
892657863 136488 m2 5.81666e-05 -0.0826575 -0.019638 -0.069448 -0.104296 0.177794 0.0266014
892657863 136503 m2 5.81666e-05 0.142071 0.0785694 -0.102634 0.108346 0.177187 -0.0640119
892657863 136134 m2 0.000232666 0.0166877 0.0727531 0.167202 0.0629312 0.112943 -0.0795215
892657863 55822 m2 0.00604933 0.105105 -0.0656365 0.0661983 0.0210264 -0.116975 0.000155486
892657863 136228 m2 0.000116333 -0.0450001 -0.0404246 0.0598947 -0.023395 -0.0955344 -0.027633
892657863 8048 m2 0.0707306 -0.013548 0.0144874 0.171698 0.0757665 0.0653737 0.0259613
892657863 47587 m2 0.0210563 -0.024227 -0.00314008 -0.00673582 0.0585163 -0.0584857 -0.0811769
892657863 136479 m2 5.81666e-05 -0.089915 0.0740017 -0.110062 0.0636256 0.0485064 0.0062547
892657863 9534 m2 0.00372266 -0.101916 0.00714653 0.0915456 0.00132163 -0.0797038 -0.0778631
892657863 122998 m2 0.000290833 -0.0691352 -0.0819769 -0.0133714 -0.130321 -0.0351463 -0.0108265
892657863 136069 m2 5.81666e-05 0.188433 0.0928251 0.00250898 -0.0723331 0.0100959 -0.0425379
892657863 136368 m2 0.000116333 0.0711417 0.112721 -0.0748786 0.0916506 -0.0117614 0.012591
892657863 5928 m2 0.0277455 -0.117086 0.156281 -0.0644624 0.0403874 0.0868259 -0.0132875
892657863 131414 m2 0.00127966 -0.0680711 0.000125292 -0.0716242 0.0741985 -0.0620455 0.0110801
892657863 117522 m2 0.000639832 -0.00225833 0.0321304 -0.0588285 0.00444321 -0.0842256 -0.0193628
892657863 3597 m2 0.0022685 -0.0103147 0.0296694 -0.0812966 0.0371912 0.0942783 0.145057
892657863 68888 m2 0.00744532 -0.00363638 0.0118251 0.0750003 -0.048452 -0.0645733 -0.0641446
892657863 61829 m2 0.00744532 -0.00939351 0.00242138 -0.0850099 -0.0171766 -0.0520492 0.0356036
892657863 135993 m2 0.000407166 -0.0740941 -0.0134885 0.0359467 -0.0175358 0.0346293 0.0531075
892657863 12684 m2 0.00232666 0.0477518 0.0654304 -0.0812701 -0.120569 0.0992729 0.024761
892657863 48142 m2 0.0176245 0.011673 0.0081933 -0.0455726 0.0309348 -0.0662454 -0.0704554
892657863 136110 m2 5.81666e-05 0.0513086 -0.0517955 -0.0931196 -0.020367 -0.150601 0.0213481
892657863 127577 m2 5.81666e-05 0.0752933 -0.0203001 0.0738468 0.0044407 -0.0792918 -0.0396037
892657863 135501 m2 0.0001745 0.200011 -0.01024 0.126801 -0.109695 -0.0636147 -0.0522795
892657863 6412 m2 0.00500233 0.0459972 -0.0304297 -0.0630155 0.013925 0.0757293 0.0422602
892657863 136382 m2 5.81666e-05 -0.0380854 -0.00935107 -0.00232802 0.115737 0.11689 -0.064554
892657863 135029 m2 0.000232666 -0.0292223 0.00155228 -0.0165962 -0.000211604 0.0852196 0.00590568
892657863 133710 m2 0.000756166 -0.0147642 -0.0230601 0.0968582 0.0474175 -0.0117181 -0.0521521
892657863 5021 m2 0.00581666 -0.0380643 -0.0433679 -0.00794308 -0.0377158 -0.0922484 -0.0599196
892657863 135500 m2 0.000407166 -0.0487299 -0.0194384 0.113376 0.0398293 -0.106245 0.0421182
892657863 136462 m2 5.81666e-05 0.0724641 0.0820689 0.00721934 -0.081787 -0.113968 0.221245
892657863 56442 m2 0.00831782 -0.137554 0.0102585 -0.0483681 -0.0376003 -0.0514368 -0.00176379
892657863 135384 m2 5.81666e-05 0.10019 0.118842 0.0535734 -0.0249119 -0.0455832 -0.00465104
892657863 136446 m2 5.81666e-05 -0.0641256 0.0129366 -0.0149386 0.0659899 0.0197301 -0.111058
892657863 136523 m2 5.81666e-05 0.0430784 0.045943 -0.0356174 0.028339 0.013608 -0.0931106
892657863 134510 m2 0.000116333 -0.0057313 -0.0950957 -0.0895323 -0.00766207 0.000442421 0.0575475
892657863 95333 m2 0.00657282 -0.0362944 0.061711 -0.0585785 0.0117716 -0.0771817 -0.024201
892657863 133411 m2 5.81666e-05 -0.0891645 0.0654104 -0.0660435 0.0807394 -0.000286766 -0.0557388
892657863 136366 m2 5.81666e-05 -0.0101105 -0.0984634 0.0691828 0.0662507 0.0601718 0.041326
892657863 9000 m2 0.00535133 0.000672259 -0.0743998 0.0149917 0.115047 0.102963 0.0404312
892657863 130703 m2 0.000523499 0.059577 0.0388188 -0.0348854 0.0662145 0.0547061 0.133981
892657863 135515 m2 0.0001745 0.120224 -0.0579003 -0.0533543 0.062169 -0.0568976 -0.00680878
892657863 135409 m2 0.000232666 0.0434099 0.0502594 0.0144577 -0.015165 0.0134543 -0.0613434
892657863 136522 m2 5.81666e-05 -0.159793 -0.173066 0.123576 0.0439162 -0.037402 -0.109734
892657863 35304 m2 0.0015705 0.0122387 -0.0223523 0.0207972 -0.000596869 -0.00213477 0.0835826
892657863 6213 m2 0.0800372 0.0929241 -0.0062508 0.0515835 0.080156 0.0318326 0.00596529
892657863 29815 m2 0.000349 0.208325 0.0489134 0.0352533 -0.0903657 -0.0835336 -0.114337
892657863 29644 m2 0.0287343 0.0437305 0.0209834 -0.0310569 0.081529 -0.0163242 0.0407517
892657863 135764 m2 5.81666e-05 0.00854037 -0.0484274 0.0994758 -0.0273738 0.174133 -0.106612
892657863 90965 m2 0.00616566 -0.183282 0.0425103 0.00585057 0.0309374 0.0647554 0.0324302
892657863 136461 m2 5.81666e-05 0.100281 0.0871607 0.0983978 0.0348726 0.0675616 0.0661235
892657863 136477 m2 5.81666e-05 -0.0648455 -0.0438599 -0.0733888 0.119525 -0.0844616 0.137826
892657863 136273 m2 5.81666e-05 0.0554448 0.0198662 -0.0968629 0.034962 0.110002 -0.0842799
892657863 136272 m2 5.81666e-05 -0.0822917 -0.107357 0.0182381 0.000602223 -0.0396435 -0.10868
892657863 136365 m2 5.81666e-05 -0.142689 -0.190257 -0.0928928 0.00361964 0.118467 0.0715368
892657863 135956 m2 0.0001745 0.0281346 0.0837272 -0.0417988 -0.128871 0.133896 0.0406782
892657863 135280 m2 0.0001745 0.071608 0.0232906 0.0274429 -0.0717349 0.0332354 -0.00263632
892657863 109308 m2 0.0033155 0.0424743 -0.0632516 0.0166652 -0.0717254 -0.15778 0.00600898
892657863 136484 m2 5.81666e-05 -0.0575663 0.0936844 -0.0539609 0.0104121 -0.157625 0.0763858
892657863 44208 m2 0.0154723 -0.0395602 0.00559729 -0.0394925 -0.00785876 0.014193 0.0466296
892657863 129026 m2 0.000232666 -0.0695037 -0.0116876 -0.0915686 -0.199437 -0.10753 -0.115896
892657863 68231 m2 0.00389716 0.119131 0.012144 0.160942 -0.0220455 0.0944181 0.0211269
892657863 124588 m2 0.000116333 -0.024172 0.0972132 -0.0751528 0.0382087 -0.142078 -0.161727
892657863 136355 m2 5.81666e-05 -0.0130331 -0.00248187 0.00182393 0.135002 -0.133898 0.138156
892657863 11317 m2 0.014309 0.0266679 -0.130812 0.0144366 -0.0482628 0.147288 0.0551758
892657863 49146 m2 0.0110517 0.00365683 0.020951 -0.0357714 -0.105086 -0.0356268 0.0483809
892657863 134717 m2 5.81666e-05 -0.0179536 0.0114993 -0.0247681 -0.063064 -0.05594 -0.0188149
892657863 133623 m2 0.000116333 0.0903798 0.0935565 0.0813206 -0.0871909 -0.145449 -0.0871977
892657863 136326 m2 5.81666e-05 -0.0146955 0.127297 0.117963 0.121039 -0.0842557 -0.0231234
892657863 135405 m2 0.000116333 -0.000625333 -0.121945 0.0333419 -0.106079 -0.116331 -0.166334
892657863 136207 m2 0.000232666 -0.077765 0.0270226 -0.0220447 0.13892 -0.128807 0.0162085
892657863 23360 m2 0.0571196 0.0126523 0.0785846 -0.0630456 -0.0301294 -0.00519417 0.0213505
892657863 61509 m2 0.00540949 0.0109002 -0.0394938 0.0754462 0.0659463 -0.0158621 0.016039
892657863 27516 m2 0.00250116 -0.133368 -0.0782497 -0.0145034 -0.0147127 -0.153214 -0.100641
892657863 136521 m2 5.81666e-05 -0.0748373 0.0857333 -0.0991477 0.0295151 -0.0641959 0.101356
892657863 135852 m2 0.000116333 0.136294 0.0542996 -0.0577122 0.0459204 0.110778 0.0274386
892657863 14484 m2 0.0117497 0.0743308 -0.00162214 -0.0402684 -0.00679061 0.0473186 0.051518
892657863 136520 m2 0.000116333 -0.00217052 -0.00177358 0.0537593 -0.0195612 -0.0568538 0.0141178
892657863 77335 m2 5.81666e-05 -0.0632336 -0.0472416 -0.00332065 -0.0619584 0.188318 0.0182254
892657863 135152 m2 0.000407166 0.101824 -0.0362526 -0.0177765 -0.0947222 -0.0142525 -0.012055
892657863 104021 m2 0.00238483 0.0110997 0.118635 -0.0640056 0.0388945 -0.0062841 0.0868205
892657863 19230 m2 0.016054 0.104442 0.0299532 0.0258577 0.0190735 0.0877942 0.0293698
892657863 7880 m2 0.00674732 -0.0174466 0.0141313 0.224494 0.0204747 -0.040514 -0.0443446
892657863 28322 m2 0.00721266 0.0631173 -0.103256 0.013546 0.048843 -0.0666467 0.0150418
892657863 136354 m2 0.0001745 -0.038578 -0.10719 -0.0495335 -0.0509011 -0.00828128 -0.156161
