"level" "reps" "arch" "demog_name" "demog_level_sub" "demog_level" "MIG_x" "MIG_y" "xcline" "ycline" "demog" "METAPOP_SIDE_x" "METAPOP_SIDE_y" "Nequal" "isVariableM" "MIG_breaks" "arch_level_sub" "arch_level" "MU_base" "MU_QTL_proportion" "SIGMA_QTN_1" "SIGMA_QTN_2" "SIGMA_K_1" "SIGMA_K_2" "N_traits" "ispleiotropy" "seed"
"mod-polygenic_1-trait__Est-Clines_N-equal_m_breaks" 1 "mod-polygenic_1-trait" "Est-Clines_N-equal_m_breaks" "N-equal_m_breaks" "Est-Clines" 0.49 0.07 "linear" "linear" "Estuary" 10 10 0 0 1 "1-trait" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 0.5 1 0 1231171
"mod-polygenic_1-trait__Est-Clines_N-variable_m-variable" 1 "mod-polygenic_1-trait" "Est-Clines_N-variable_m-variable" "N-variable_m-variable" "Est-Clines" 0.49 0.07 "linear" "linear" "Estuary" 10 10 3 1 0 "1-trait" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 0.5 1 0 1231173
"mod-polygenic_2-trait-no-pleiotropy-equal-S__Est-Clines_N-equal_m_breaks" 1 "mod-polygenic_2-trait-no-pleiotropy-equal-S" "Est-Clines_N-equal_m_breaks" "N-equal_m_breaks" "Est-Clines" 0.49 0.07 "linear" "linear" "Estuary" 10 10 0 0 1 "2-trait-no-pleiotropy-equal-S" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 0.5 2 0 1231186
"mod-polygenic_2-trait-no-pleiotropy-equal-S__Est-Clines_N-variable_m-variable" 1 "mod-polygenic_2-trait-no-pleiotropy-equal-S" "Est-Clines_N-variable_m-variable" "N-variable_m-variable" "Est-Clines" 0.49 0.07 "linear" "linear" "Estuary" 10 10 3 1 0 "2-trait-no-pleiotropy-equal-S" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 0.5 2 0 1231188
"mod-polygenic_2-trait-no-pleiotropy-unequal-S__Est-Clines_N-equal_m_breaks" 1 "mod-polygenic_2-trait-no-pleiotropy-unequal-S" "Est-Clines_N-equal_m_breaks" "N-equal_m_breaks" "Est-Clines" 0.49 0.07 "linear" "linear" "Estuary" 10 10 0 0 1 "2-trait-no-pleiotropy-unequal-S" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 4 2 0 1231201
"mod-polygenic_2-trait-no-pleiotropy-unequal-S__Est-Clines_N-variable_m-variable" 1 "mod-polygenic_2-trait-no-pleiotropy-unequal-S" "Est-Clines_N-variable_m-variable" "N-variable_m-variable" "Est-Clines" 0.49 0.07 "linear" "linear" "Estuary" 10 10 3 1 0 "2-trait-no-pleiotropy-unequal-S" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 4 2 0 1231203
"mod-polygenic_2-trait-pleiotropy-equal-S__Est-Clines_N-equal_m_breaks" 1 "mod-polygenic_2-trait-pleiotropy-equal-S" "Est-Clines_N-equal_m_breaks" "N-equal_m_breaks" "Est-Clines" 0.49 0.07 "linear" "linear" "Estuary" 10 10 0 0 1 "2-trait-pleiotropy-equal-S" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 0.5 2 1 1231216
"mod-polygenic_2-trait-pleiotropy-equal-S__Est-Clines_N-variable_m-variable" 1 "mod-polygenic_2-trait-pleiotropy-equal-S" "Est-Clines_N-variable_m-variable" "N-variable_m-variable" "Est-Clines" 0.49 0.07 "linear" "linear" "Estuary" 10 10 3 1 0 "2-trait-pleiotropy-equal-S" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 0.5 2 1 1231218
"mod-polygenic_2-trait-pleiotropy-unequal-S__Est-Clines_N-equal_m_breaks" 1 "mod-polygenic_2-trait-pleiotropy-unequal-S" "Est-Clines_N-equal_m_breaks" "N-equal_m_breaks" "Est-Clines" 0.49 0.07 "linear" "linear" "Estuary" 10 10 0 0 1 "2-trait-pleiotropy-unequal-S" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 4 2 1 1231231
"mod-polygenic_2-trait-pleiotropy-unequal-S__Est-Clines_N-variable_m-variable" 1 "mod-polygenic_2-trait-pleiotropy-unequal-S" "Est-Clines_N-variable_m-variable" "N-variable_m-variable" "Est-Clines" 0.49 0.07 "linear" "linear" "Estuary" 10 10 3 1 0 "2-trait-pleiotropy-unequal-S" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 4 2 1 1231233
"oliogenic_1-trait__Est-Clines_N-equal_m_breaks" 1 "oliogenic_1-trait" "Est-Clines_N-equal_m_breaks" "N-equal_m_breaks" "Est-Clines" 0.49 0.07 "linear" "linear" "Estuary" 10 10 0 0 1 "1-trait" "oliogenic" 1e-07 0.001 0.4 0.4 0.5 0.5 1 0 1231246
"oliogenic_1-trait__Est-Clines_N-variable_m-variable" 1 "oliogenic_1-trait" "Est-Clines_N-variable_m-variable" "N-variable_m-variable" "Est-Clines" 0.49 0.07 "linear" "linear" "Estuary" 10 10 3 1 0 "1-trait" "oliogenic" 1e-07 0.001 0.4 0.4 0.5 0.5 1 0 1231248
"oliogenic_2-trait-no-pleiotropy-equal-S__Est-Clines_N-equal_m_breaks" 1 "oliogenic_2-trait-no-pleiotropy-equal-S" "Est-Clines_N-equal_m_breaks" "N-equal_m_breaks" "Est-Clines" 0.49 0.07 "linear" "linear" "Estuary" 10 10 0 0 1 "2-trait-no-pleiotropy-equal-S" "oliogenic" 1e-07 0.001 0.4 0.4 0.5 0.5 2 0 1231261
"oliogenic_2-trait-no-pleiotropy-equal-S__Est-Clines_N-variable_m-variable" 1 "oliogenic_2-trait-no-pleiotropy-equal-S" "Est-Clines_N-variable_m-variable" "N-variable_m-variable" "Est-Clines" 0.49 0.07 "linear" "linear" "Estuary" 10 10 3 1 0 "2-trait-no-pleiotropy-equal-S" "oliogenic" 1e-07 0.001 0.4 0.4 0.5 0.5 2 0 1231263
"oliogenic_2-trait-no-pleiotropy-unequal-S__Est-Clines_N-equal_m_breaks" 1 "oliogenic_2-trait-no-pleiotropy-unequal-S" "Est-Clines_N-equal_m_breaks" "N-equal_m_breaks" "Est-Clines" 0.49 0.07 "linear" "linear" "Estuary" 10 10 0 0 1 "2-trait-no-pleiotropy-unequal-S" "oliogenic" 1e-07 0.001 0.4 0.4 0.5 4 2 0 1231276
"oliogenic_2-trait-no-pleiotropy-unequal-S__Est-Clines_N-variable_m-variable" 1 "oliogenic_2-trait-no-pleiotropy-unequal-S" "Est-Clines_N-variable_m-variable" "N-variable_m-variable" "Est-Clines" 0.49 0.07 "linear" "linear" "Estuary" 10 10 3 1 0 "2-trait-no-pleiotropy-unequal-S" "oliogenic" 1e-07 0.001 0.4 0.4 0.5 4 2 0 1231278
"oliogenic_2-trait-pleiotropy-equal-S__Est-Clines_N-equal_m_breaks" 1 "oliogenic_2-trait-pleiotropy-equal-S" "Est-Clines_N-equal_m_breaks" "N-equal_m_breaks" "Est-Clines" 0.49 0.07 "linear" "linear" "Estuary" 10 10 0 0 1 "2-trait-pleiotropy-equal-S" "oliogenic" 1e-07 0.001 0.4 0.4 0.5 0.5 2 1 1231291
"oliogenic_2-trait-pleiotropy-equal-S__Est-Clines_N-variable_m-variable" 1 "oliogenic_2-trait-pleiotropy-equal-S" "Est-Clines_N-variable_m-variable" "N-variable_m-variable" "Est-Clines" 0.49 0.07 "linear" "linear" "Estuary" 10 10 3 1 0 "2-trait-pleiotropy-equal-S" "oliogenic" 1e-07 0.001 0.4 0.4 0.5 0.5 2 1 1231293
"oliogenic_2-trait-pleiotropy-unequal-S__Est-Clines_N-equal_m_breaks" 1 "oliogenic_2-trait-pleiotropy-unequal-S" "Est-Clines_N-equal_m_breaks" "N-equal_m_breaks" "Est-Clines" 0.49 0.07 "linear" "linear" "Estuary" 10 10 0 0 1 "2-trait-pleiotropy-unequal-S" "oliogenic" 1e-07 0.001 0.4 0.4 0.5 4 2 1 1231306
"oliogenic_2-trait-pleiotropy-unequal-S__Est-Clines_N-variable_m-variable" 1 "oliogenic_2-trait-pleiotropy-unequal-S" "Est-Clines_N-variable_m-variable" "N-variable_m-variable" "Est-Clines" 0.49 0.07 "linear" "linear" "Estuary" 10 10 3 1 0 "2-trait-pleiotropy-unequal-S" "oliogenic" 1e-07 0.001 0.4 0.4 0.5 4 2 1 1231308
"highly-polygenic_1-trait__Est-Clines_N-equal_m_breaks" 2 "highly-polygenic_1-trait" "Est-Clines_N-equal_m_breaks" "N-equal_m_breaks" "Est-Clines" 0.49 0.07 "linear" "linear" "Estuary" 10 10 0 0 1 "1-trait" "highly-polygenic" 1e-07 0.25 0.002 0.002 0.5 0.5 1 0 1231321
"highly-polygenic_1-trait__Est-Clines_N-variable_m-variable" 2 "highly-polygenic_1-trait" "Est-Clines_N-variable_m-variable" "N-variable_m-variable" "Est-Clines" 0.49 0.07 "linear" "linear" "Estuary" 10 10 3 1 0 "1-trait" "highly-polygenic" 1e-07 0.25 0.002 0.002 0.5 0.5 1 0 1231323
"highly-polygenic_2-trait-no-pleiotropy-equal-S__Est-Clines_N-equal_m_breaks" 2 "highly-polygenic_2-trait-no-pleiotropy-equal-S" "Est-Clines_N-equal_m_breaks" "N-equal_m_breaks" "Est-Clines" 0.49 0.07 "linear" "linear" "Estuary" 10 10 0 0 1 "2-trait-no-pleiotropy-equal-S" "highly-polygenic" 1e-07 0.25 0.002 0.002 0.5 0.5 2 0 1231336
"highly-polygenic_2-trait-no-pleiotropy-equal-S__Est-Clines_N-variable_m-variable" 2 "highly-polygenic_2-trait-no-pleiotropy-equal-S" "Est-Clines_N-variable_m-variable" "N-variable_m-variable" "Est-Clines" 0.49 0.07 "linear" "linear" "Estuary" 10 10 3 1 0 "2-trait-no-pleiotropy-equal-S" "highly-polygenic" 1e-07 0.25 0.002 0.002 0.5 0.5 2 0 1231338
"highly-polygenic_2-trait-no-pleiotropy-unequal-S__Est-Clines_N-equal_m_breaks" 2 "highly-polygenic_2-trait-no-pleiotropy-unequal-S" "Est-Clines_N-equal_m_breaks" "N-equal_m_breaks" "Est-Clines" 0.49 0.07 "linear" "linear" "Estuary" 10 10 0 0 1 "2-trait-no-pleiotropy-unequal-S" "highly-polygenic" 1e-07 0.25 0.002 0.002 0.5 4 2 0 1231351
"highly-polygenic_2-trait-no-pleiotropy-unequal-S__Est-Clines_N-variable_m-variable" 2 "highly-polygenic_2-trait-no-pleiotropy-unequal-S" "Est-Clines_N-variable_m-variable" "N-variable_m-variable" "Est-Clines" 0.49 0.07 "linear" "linear" "Estuary" 10 10 3 1 0 "2-trait-no-pleiotropy-unequal-S" "highly-polygenic" 1e-07 0.25 0.002 0.002 0.5 4 2 0 1231353
"highly-polygenic_2-trait-pleiotropy-equal-S__Est-Clines_N-equal_m_breaks" 2 "highly-polygenic_2-trait-pleiotropy-equal-S" "Est-Clines_N-equal_m_breaks" "N-equal_m_breaks" "Est-Clines" 0.49 0.07 "linear" "linear" "Estuary" 10 10 0 0 1 "2-trait-pleiotropy-equal-S" "highly-polygenic" 1e-07 0.25 0.002 0.002 0.5 0.5 2 1 1231366
"highly-polygenic_2-trait-pleiotropy-equal-S__Est-Clines_N-variable_m-variable" 2 "highly-polygenic_2-trait-pleiotropy-equal-S" "Est-Clines_N-variable_m-variable" "N-variable_m-variable" "Est-Clines" 0.49 0.07 "linear" "linear" "Estuary" 10 10 3 1 0 "2-trait-pleiotropy-equal-S" "highly-polygenic" 1e-07 0.25 0.002 0.002 0.5 0.5 2 1 1231368
"highly-polygenic_2-trait-pleiotropy-unequal-S__Est-Clines_N-equal_m_breaks" 2 "highly-polygenic_2-trait-pleiotropy-unequal-S" "Est-Clines_N-equal_m_breaks" "N-equal_m_breaks" "Est-Clines" 0.49 0.07 "linear" "linear" "Estuary" 10 10 0 0 1 "2-trait-pleiotropy-unequal-S" "highly-polygenic" 1e-07 0.25 0.002 0.002 0.5 4 2 1 1231381
"highly-polygenic_2-trait-pleiotropy-unequal-S__Est-Clines_N-variable_m-variable" 2 "highly-polygenic_2-trait-pleiotropy-unequal-S" "Est-Clines_N-variable_m-variable" "N-variable_m-variable" "Est-Clines" 0.49 0.07 "linear" "linear" "Estuary" 10 10 3 1 0 "2-trait-pleiotropy-unequal-S" "highly-polygenic" 1e-07 0.25 0.002 0.002 0.5 4 2 1 1231383
"mod-polygenic_1-trait__Est-Clines_N-equal_m_breaks" 2 "mod-polygenic_1-trait" "Est-Clines_N-equal_m_breaks" "N-equal_m_breaks" "Est-Clines" 0.49 0.07 "linear" "linear" "Estuary" 10 10 0 0 1 "1-trait" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 0.5 1 0 1231396
"mod-polygenic_1-trait__Est-Clines_N-variable_m-variable" 2 "mod-polygenic_1-trait" "Est-Clines_N-variable_m-variable" "N-variable_m-variable" "Est-Clines" 0.49 0.07 "linear" "linear" "Estuary" 10 10 3 1 0 "1-trait" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 0.5 1 0 1231398
"mod-polygenic_2-trait-no-pleiotropy-equal-S__Est-Clines_N-equal_m_breaks" 2 "mod-polygenic_2-trait-no-pleiotropy-equal-S" "Est-Clines_N-equal_m_breaks" "N-equal_m_breaks" "Est-Clines" 0.49 0.07 "linear" "linear" "Estuary" 10 10 0 0 1 "2-trait-no-pleiotropy-equal-S" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 0.5 2 0 1231411
"mod-polygenic_2-trait-no-pleiotropy-equal-S__Est-Clines_N-variable_m-variable" 2 "mod-polygenic_2-trait-no-pleiotropy-equal-S" "Est-Clines_N-variable_m-variable" "N-variable_m-variable" "Est-Clines" 0.49 0.07 "linear" "linear" "Estuary" 10 10 3 1 0 "2-trait-no-pleiotropy-equal-S" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 0.5 2 0 1231413
"mod-polygenic_2-trait-no-pleiotropy-unequal-S__Est-Clines_N-equal_m_breaks" 2 "mod-polygenic_2-trait-no-pleiotropy-unequal-S" "Est-Clines_N-equal_m_breaks" "N-equal_m_breaks" "Est-Clines" 0.49 0.07 "linear" "linear" "Estuary" 10 10 0 0 1 "2-trait-no-pleiotropy-unequal-S" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 4 2 0 1231426
"mod-polygenic_2-trait-no-pleiotropy-unequal-S__Est-Clines_N-variable_m-variable" 2 "mod-polygenic_2-trait-no-pleiotropy-unequal-S" "Est-Clines_N-variable_m-variable" "N-variable_m-variable" "Est-Clines" 0.49 0.07 "linear" "linear" "Estuary" 10 10 3 1 0 "2-trait-no-pleiotropy-unequal-S" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 4 2 0 1231428
"mod-polygenic_2-trait-pleiotropy-equal-S__Est-Clines_N-equal_m_breaks" 2 "mod-polygenic_2-trait-pleiotropy-equal-S" "Est-Clines_N-equal_m_breaks" "N-equal_m_breaks" "Est-Clines" 0.49 0.07 "linear" "linear" "Estuary" 10 10 0 0 1 "2-trait-pleiotropy-equal-S" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 0.5 2 1 1231441
"mod-polygenic_2-trait-pleiotropy-equal-S__Est-Clines_N-variable_m-variable" 2 "mod-polygenic_2-trait-pleiotropy-equal-S" "Est-Clines_N-variable_m-variable" "N-variable_m-variable" "Est-Clines" 0.49 0.07 "linear" "linear" "Estuary" 10 10 3 1 0 "2-trait-pleiotropy-equal-S" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 0.5 2 1 1231443
"mod-polygenic_2-trait-pleiotropy-unequal-S__Est-Clines_N-equal_m_breaks" 2 "mod-polygenic_2-trait-pleiotropy-unequal-S" "Est-Clines_N-equal_m_breaks" "N-equal_m_breaks" "Est-Clines" 0.49 0.07 "linear" "linear" "Estuary" 10 10 0 0 1 "2-trait-pleiotropy-unequal-S" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 4 2 1 1231456
"mod-polygenic_2-trait-pleiotropy-unequal-S__Est-Clines_N-variable_m-variable" 2 "mod-polygenic_2-trait-pleiotropy-unequal-S" "Est-Clines_N-variable_m-variable" "N-variable_m-variable" "Est-Clines" 0.49 0.07 "linear" "linear" "Estuary" 10 10 3 1 0 "2-trait-pleiotropy-unequal-S" "mod-polygenic" 1e-07 0.1 0.1 0.1 0.5 4 2 1 1231458
"oliogenic_1-trait__Est-Clines_N-equal_m_breaks" 2 "oliogenic_1-trait" "Est-Clines_N-equal_m_breaks" "N-equal_m_breaks" "Est-Clines" 0.49 0.07 "linear" "linear" "Estuary" 10 10 0 0 1 "1-trait" "oliogenic" 1e-07 0.001 0.4 0.4 0.5 0.5 1 0 1231471
"oliogenic_1-trait__Est-Clines_N-variable_m-variable" 2 "oliogenic_1-trait" "Est-Clines_N-variable_m-variable" "N-variable_m-variable" "Est-Clines" 0.49 0.07 "linear" "linear" "Estuary" 10 10 3 1 0 "1-trait" "oliogenic" 1e-07 0.001 0.4 0.4 0.5 0.5 1 0 1231473
"oliogenic_2-trait-no-pleiotropy-equal-S__Est-Clines_N-equal_m_breaks" 2 "oliogenic_2-trait-no-pleiotropy-equal-S" "Est-Clines_N-equal_m_breaks" "N-equal_m_breaks" "Est-Clines" 0.49 0.07 "linear" "linear" "Estuary" 10 10 0 0 1 "2-trait-no-pleiotropy-equal-S" "oliogenic" 1e-07 0.001 0.4 0.4 0.5 0.5 2 0 1231486
"oliogenic_2-trait-no-pleiotropy-equal-S__Est-Clines_N-variable_m-variable" 2 "oliogenic_2-trait-no-pleiotropy-equal-S" "Est-Clines_N-variable_m-variable" "N-variable_m-variable" "Est-Clines" 0.49 0.07 "linear" "linear" "Estuary" 10 10 3 1 0 "2-trait-no-pleiotropy-equal-S" "oliogenic" 1e-07 0.001 0.4 0.4 0.5 0.5 2 0 1231488
"oliogenic_2-trait-no-pleiotropy-unequal-S__Est-Clines_N-equal_m_breaks" 2 "oliogenic_2-trait-no-pleiotropy-unequal-S" "Est-Clines_N-equal_m_breaks" "N-equal_m_breaks" "Est-Clines" 0.49 0.07 "linear" "linear" "Estuary" 10 10 0 0 1 "2-trait-no-pleiotropy-unequal-S" "oliogenic" 1e-07 0.001 0.4 0.4 0.5 4 2 0 1231501
"oliogenic_2-trait-no-pleiotropy-unequal-S__Est-Clines_N-variable_m-variable" 2 "oliogenic_2-trait-no-pleiotropy-unequal-S" "Est-Clines_N-variable_m-variable" "N-variable_m-variable" "Est-Clines" 0.49 0.07 "linear" "linear" "Estuary" 10 10 3 1 0 "2-trait-no-pleiotropy-unequal-S" "oliogenic" 1e-07 0.001 0.4 0.4 0.5 4 2 0 1231503
"oliogenic_2-trait-pleiotropy-equal-S__Est-Clines_N-equal_m_breaks" 2 "oliogenic_2-trait-pleiotropy-equal-S" "Est-Clines_N-equal_m_breaks" "N-equal_m_breaks" "Est-Clines" 0.49 0.07 "linear" "linear" "Estuary" 10 10 0 0 1 "2-trait-pleiotropy-equal-S" "oliogenic" 1e-07 0.001 0.4 0.4 0.5 0.5 2 1 1231516
"oliogenic_2-trait-pleiotropy-equal-S__Est-Clines_N-variable_m-variable" 2 "oliogenic_2-trait-pleiotropy-equal-S" "Est-Clines_N-variable_m-variable" "N-variable_m-variable" "Est-Clines" 0.49 0.07 "linear" "linear" "Estuary" 10 10 3 1 0 "2-trait-pleiotropy-equal-S" "oliogenic" 1e-07 0.001 0.4 0.4 0.5 0.5 2 1 1231518
"oliogenic_2-trait-pleiotropy-unequal-S__Est-Clines_N-equal_m_breaks" 2 "oliogenic_2-trait-pleiotropy-unequal-S" "Est-Clines_N-equal_m_breaks" "N-equal_m_breaks" "Est-Clines" 0.49 0.07 "linear" "linear" "Estuary" 10 10 0 0 1 "2-trait-pleiotropy-unequal-S" "oliogenic" 1e-07 0.001 0.4 0.4 0.5 4 2 1 1231531
"oliogenic_2-trait-pleiotropy-unequal-S__Est-Clines_N-variable_m-variable" 2 "oliogenic_2-trait-pleiotropy-unequal-S" "Est-Clines_N-variable_m-variable" "N-variable_m-variable" "Est-Clines" 0.49 0.07 "linear" "linear" "Estuary" 10 10 3 1 0 "2-trait-pleiotropy-unequal-S" "oliogenic" 1e-07 0.001 0.4 0.4 0.5 4 2 1 1231533
"highly-polygenic_1-trait__Est-Clines_N-equal_m_breaks" 3 "highly-polygenic_1-trait" "Est-Clines_N-equal_m_breaks" "N-equal_m_breaks" "Est-Clines" 0.49 0.07 "linear" "linear" "Estuary" 10 10 0 0 1 "1-trait" "highly-polygenic" 1e-07 0.25 0.002 0.002 0.5 0.5 1 0 1231546
"highly-polygenic_1-trait__Est-Clines_N-variable_m-variable" 3 "highly-polygenic_1-trait" "Est-Clines_N-variable_m-variable" "N-variable_m-variable" "Est-Clines" 0.49 0.07 "linear" "linear" "Estuary" 10 10 3 1 0 "1-trait" "highly-polygenic" 1e-07 0.25 0.002 0.002 0.5 0.5 1 0 1231548
"highly-polygenic_2-trait-no-pleiotropy-equal-S__Est-Clines_N-equal_m_breaks" 3 "highly-polygenic_2-trait-no-pleiotropy-equal-S" "Est-Clines_N-equal_m_breaks" "N-equal_m_breaks" "Est-Clines" 0.49 0.07 "linear" "linear" "Estuary" 10 10 0 0 1 "2-trait-no-pleiotropy-equal-S" "highly-polygenic" 1e-07 0.25 0.002 0.002 0.5 0.5 2 0 1231561
"highly-polygenic_2-trait-no-pleiotropy-equal-S__Est-Clines_N-variable_m-variable" 3 "highly-polygenic_2-trait-no-pleiotropy-equal-S" "Est-Clines_N-variable_m-variable" "N-variable_m-variable" "Est-Clines" 0.49 0.07 "linear" "linear" "Estuary" 10 10 3 1 0 "2-trait-no-pleiotropy-equal-S" "highly-polygenic" 1e-07 0.25 0.002 0.002 0.5 0.5 2 0 1231563
"highly-polygenic_2-trait-no-pleiotropy-unequal-S__Est-Clines_N-equal_m_breaks" 3 "highly-polygenic_2-trait-no-pleiotropy-unequal-S" "Est-Clines_N-equal_m_breaks" "N-equal_m_breaks" "Est-Clines" 0.49 0.07 "linear" "linear" "Estuary" 10 10 0 0 1 "2-trait-no-pleiotropy-unequal-S" "highly-polygenic" 1e-07 0.25 0.002 0.002 0.5 4 2 0 1231576
"highly-polygenic_2-trait-no-pleiotropy-unequal-S__Est-Clines_N-variable_m-variable" 3 "highly-polygenic_2-trait-no-pleiotropy-unequal-S" "Est-Clines_N-variable_m-variable" "N-variable_m-variable" "Est-Clines" 0.49 0.07 "linear" "linear" "Estuary" 10 10 3 1 0 "2-trait-no-pleiotropy-unequal-S" "highly-polygenic" 1e-07 0.25 0.002 0.002 0.5 4 2 0 1231578
"highly-polygenic_2-trait-pleiotropy-equal-S__Est-Clines_N-equal_m_breaks" 3 "highly-polygenic_2-trait-pleiotropy-equal-S" "Est-Clines_N-equal_m_breaks" "N-equal_m_breaks" "Est-Clines" 0.49 0.07 "linear" "linear" "Estuary" 10 10 0 0 1 "2-trait-pleiotropy-equal-S" "highly-polygenic" 1e-07 0.25 0.002 0.002 0.5 0.5 2 1 1231591
"highly-polygenic_2-trait-pleiotropy-equal-S__Est-Clines_N-variable_m-variable" 3 "highly-polygenic_2-trait-pleiotropy-equal-S" "Est-Clines_N-variable_m-variable" "N-variable_m-variable" "Est-Clines" 0.49 0.07 "linear" "linear" "Estuary" 10 10 3 1 0 "2-trait-pleiotropy-equal-S" "highly-polygenic" 1e-07 0.25 0.002 0.002 0.5 0.5 2 1 1231593
